*Begin rocking: 24/08/2023 15:21:09
*Points: 0
*
*notes: 
*Rho-Axis: 8.030
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.1472100	5	11	100	29183	2	111
         1	0.1473000	5	14	113	29171	1	127
         2	0.1474100	5	23	174	29352	6	197
         3	0.1475100	5	27	189	29263	5	216
         4	0.1476100	5	54	265	29192	6	319
         5	0.1477100	5	79	323	29411	2	402
         6	0.1478100	5	205	480	29293	2	685
         7	0.1479100	5	353	576	29389	2	929
         8	0.1480100	5	591	786	29109	2	1377
         9	0.1481100	5	707	805	29444	4	1512
        10	0.1482100	5	693	674	29465	3	1367
        11	0.1483100	5	522	590	29119	5	1112
        12	0.1484000	5	325	472	29339	2	797
        13	0.1485000	5	178	422	29268	0	600
*stopped by user: 24/08/2023 15:22:41
