*Begin rocking: 28/09/2023 14:30:02
*Points: 0
*
*notes: 
*Rho-Axis: 8.030
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.1500000	5	2	132	32785	5	134
         1	0.1499000	5	1	125	32777	6	126
         2	0.1498000	5	0	184	32970	6	184
         3	0.1496900	5	2	156	32976	4	158
         4	0.1496000	5	1	188	32890	2	189
         5	0.1494900	5	5	244	32728	7	249
         6	0.1494000	5	2	254	33024	6	256
         7	0.1493000	5	4	325	32904	8	329
         8	0.1491900	5	10	391	33175	6	401
         9	0.1490900	5	7	465	33087	8	472
        10	0.1489900	5	11	523	32850	11	534
        11	0.1489000	5	23	661	33187	7	684
        12	0.1488000	5	41	864	33211	16	905
        13	0.1487000	5	61	1146	33020	16	1207
        14	0.1485900	5	135	1617	33567	35	1752
        15	0.1484900	5	232	2198	32886	58	2430
        16	0.1484000	5	368	2982	32973	80	3350
        17	0.1482800	5	521	3818	33311	166	4339
        18	0.1482000	5	714	4973	32655	278	5687
        19	0.1480900	5	967	6724	33212	446	7691
        20	0.1480000	5	1147	7897	32831	641	9044
        21	0.1478900	5	1305	8933	33253	693	10238
        22	0.1478000	5	1400	8844	32683	764	10244
        23	0.1477000	5	1317	7601	33183	676	8918
        24	0.1475900	5	1010	5957	33140	423	6967
        25	0.1475000	5	805	4627	32901	253	5432
        26	0.1473800	5	526	3500	33236	147	4026
        27	0.1473000	5	397	2815	33140	96	3212
        28	0.1471900	5	266	1997	32361	45	2263
        29	0.1471000	5	161	1462	32981	20	1623
        30	0.1469900	5	91	1131	33237	21	1222
        31	0.1469000	5	52	929	32969	16	981
        32	0.1468000	5	28	704	32658	8	732
        33	0.1466900	5	12	557	33217	9	569
        34	0.1466000	5	7	463	32893	6	470
        35	0.1464900	5	8	397	32238	9	405
        36	0.1463800	5	7	334	33285	6	341
        37	0.1462900	5	1	268	33110	7	269
        38	0.1461900	5	5	271	33123	6	276
        39	0.1461000	5	3	237	32746	4	240
        40	0.1460000	5	3	198	32877	6	201
        41	0.1458800	5	2	167	32890	6	169
        42	0.1458000	5	2	168	32655	4	170
        43	0.1457000	5	1	151	32769	6	152
        44	0.1455900	5	0	169	32584	6	169
        45	0.1454900	5	2	134	32880	3	136
        46	0.1454000	5	0	137	32563	4	137
        47	0.1453000	5	0	97	33035	3	97
        48	0.1452000	5	0	108	32853	4	108
        49	0.1450800	5	2	81	32915	2	83
        50	0.1449900	5	1	87	32901	2	88
        51	0.1448900	5	1	97	32971	2	98
        52	0.1448000	5	0	63	32830	5	63
        53	0.1447000	5	0	66	32875	6	66
        54	0.1445900	5	1	55	33185	6	56
        55	0.1444900	5	1	57	33232	5	58
        56	0.1443900	5	1	60	33190	5	61
        57	0.1442900	5	1	60	33238	9	61
        58	0.1442000	5	1	72	32764	5	73
        59	0.1440800	5	0	44	32838	3	44
        60	0.1439900	5	1	55	32854	6	56
        61	0.1438800	5	0	41	33070	5	41
        62	0.1438000	5	0	49	32963	5	49
        63	0.1437000	5	0	46	33131	1	46
        64	0.1436100	5	0	38	33190	4	38
        65	0.1434900	5	0	37	32364	7	37
*stopped by user: 28/09/2023 14:37:37
