*Begin rocking: 23/08/2023 11:37:14
*Points: 0
*
*notes: 
*Rho-Axis: 8.030
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.1443100	5	0	6	30224	7	6
         1	0.1444000	5	0	7	29841	7	7
         2	0.1445100	5	1	10	29670	11	11
         3	0.1446100	5	2	10	29801	9	12
         4	0.1447200	5	0	13	30058	19	13
         5	0.1448200	5	0	13	29669	11	13
         6	0.1449200	5	1	17	29887	13	18
         7	0.1450100	5	0	14	29717	15	14
         8	0.1451100	5	0	15	30113	23	15
         9	0.1452100	5	0	15	29759	10	15
        10	0.1453300	5	0	19	29208	20	19
        11	0.1454200	5	0	20	29438	16	20
        12	0.1455100	5	0	29	29448	23	29
        13	0.1456200	5	1	31	29755	23	32
        14	0.1457000	5	0	20	29788	26	20
        15	0.1458200	5	0	30	29312	16	30
        16	0.1459200	5	0	29	29061	18	29
        17	0.1460200	5	1	34	29673	33	35
        18	0.1461300	5	1	46	29780	37	47
        19	0.1462200	5	0	40	29873	37	40
        20	0.1463100	5	0	40	29384	32	40
        21	0.1464100	5	0	50	29651	34	50
        22	0.1465200	5	0	66	29829	62	66
        23	0.1466200	5	0	68	29510	69	68
        24	0.1467200	5	0	72	29664	72	72
        25	0.1468000	5	1	73	29792	73	74
        26	0.1469200	5	0	111	29538	100	111
        27	0.1470000	5	0	137	29747	125	137
        28	0.1471100	5	2	177	29388	175	179
        29	0.1472200	5	2	204	29904	208	206
        30	0.1473000	5	2	265	29632	313	267
        31	0.1474200	5	2	417	29469	370	419
        32	0.1475100	5	7	582	29872	548	589
        33	0.1476200	5	17	810	29523	680	827
        34	0.1477100	5	26	1172	29784	841	1198
        35	0.1478200	5	18	1413	29376	876	1431
        36	0.1479100	5	13	1357	29712	803	1370
        37	0.1480200	5	10	1006	29979	708	1016
        38	0.1481100	5	5	732	29798	617	737
        39	0.1482200	5	4	559	29715	532	563
        40	0.1483300	5	2	413	29735	369	415
        41	0.1484200	5	0	356	29563	362	356
        42	0.1485100	5	2	384	29741	347	386
        43	0.1486200	5	4	374	29031	362	378
        44	0.1487000	5	1	449	29198	424	450
        45	0.1488100	5	1	654	29205	596	655
        46	0.1489200	5	7	940	29263	764	947
        47	0.1490200	5	15	1149	29093	825	1164
        48	0.1491100	5	12	1373	28815	837	1385
        49	0.1492300	5	25	1214	29299	796	1239
        50	0.1493300	5	8	994	28967	624	1002
        51	0.1494200	5	6	667	28908	506	673
        52	0.1495300	5	3	406	29047	402	409
        53	0.1496100	5	1	325	29589	269	326
        54	0.1497200	5	2	233	28961	208	235
*stopped by user: 23/08/2023 11:43:36
