*Begin rocking: 23/08/2023 11:49:30
*Points: 0
*
*notes: 
*Rho-Axis: 8.030
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	0.1465000	5	1	48	28577	55	49
         1	0.1466100	5	3	73	28346	60	76
         2	0.1467200	5	2	88	28828	62	90
         3	0.1468000	5	2	90	28671	69	92
         4	0.1468900	5	3	99	28784	88	102
         5	0.1470000	5	4	126	28544	137	130
         6	0.1470900	5	9	172	28415	149	181
         7	0.1472100	5	13	202	28572	189	215
         8	0.1473000	5	35	270	28490	272	305
         9	0.1474000	5	50	390	28509	369	440
        10	0.1475000	5	69	534	28690	521	603
        11	0.1476100	5	150	798	28860	683	948
        12	0.1477100	5	172	1077	28680	807	1249
        13	0.1478100	5	142	1511	28575	865	1653
        14	0.1479100	5	143	1378	28622	797	1521
        15	0.1479900	5	112	1207	28530	715	1319
        16	0.1481000	5	69	822	28678	635	891
        17	0.1482100	5	57	613	28814	516	670
        18	0.1483000	5	28	412	28990	389	440
        19	0.1484000	5	18	353	28681	319	371
        20	0.1485100	5	48	391	28466	343	439
        21	0.1486100	5	35	424	28641	331	459
        22	0.1487000	5	44	443	28285	411	487
        23	0.1488100	5	67	617	28319	520	684
        24	0.1489100	5	116	900	28988	681	1016
        25	0.1490000	5	129	1183	28611	790	1312
        26	0.1491100	5	152	1409	28548	855	1561
        27	0.1492100	5	124	1261	28550	756	1385
        28	0.1493000	5	92	1022	28580	710	1114
        29	0.1494000	5	75	741	28877	545	816
        30	0.1495200	5	43	481	28745	400	524
        31	0.1496000	5	21	328	28308	286	349
        32	0.1497200	5	9	243	28836	243	252
        33	0.1498000	5	9	208	28799	183	217
        34	0.1499000	5	5	156	28452	124	161
        35	0.1500100	5	7	118	28334	103	125
        36	0.1501100	5	5	85	28708	74	90
*stopped by user: 23/08/2023 11:53:49
