*Begin rocking: 30/09/2023 10:12:05
*Points: 0
*
*notes: 
*Rho-Axis: 6.050
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	1.3280200	2	0	1004	13563	54	1004
         1	1.3282000	2	0	1194	13870	70	1194
         2	1.3284100	2	0	1287	13390	67	1287
         3	1.3286100	2	0	1496	13563	56	1496
         4	1.3288100	2	0	1698	13697	62	1698
         5	1.3290200	2	0	2068	13937	59	2068
         6	1.3292100	2	0	2462	13702	61	2462
         7	1.3294100	2	1	3134	14218	78	3135
         8	1.3296000	2	0	3829	13749	73	3829
         9	1.3298100	2	0	5046	13909	69	5046
        10	1.3300200	2	1	6602	13845	52	6603
        11	1.3302000	2	0	8554	13547	60	8554
        12	1.3304000	2	1	11062	13861	49	11063
        13	1.3305900	2	0	12853	13748	60	12853
        14	1.3308000	2	0	14294	13842	66	14294
        15	1.3310000	2	1	14617	13740	59	14618
        16	1.3311900	2	0	13153	13709	57	13153
        17	1.3314200	2	0	11163	13655	64	11163
        18	1.3316000	2	0	9126	13714	59	9126
        19	1.3318300	2	0	6905	13674	74	6905
        20	1.3319900	2	0	5499	13635	65	5499
        21	1.3322300	2	0	4102	13789	54	4102
        22	1.3324000	2	0	3302	13753	60	3302
        23	1.3326300	2	1	2699	14012	54	2700
        24	1.3328200	2	1	2184	13645	65	2185
        25	1.3330300	2	1	1911	13687	64	1912
        26	1.3332000	2	0	1654	13605	51	1654
*stopped by user: 30/09/2023 10:13:55
