*Begin rocking: 30/09/2023 09:12:56
*Points: 0
*
*notes: 
*Rho-Axis: 6.350
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	1.8103100	2	1	821	13553	55	822
         1	1.8103500	2	1	1042	13678	83	1043
         2	1.8104000	2	0	1627	13819	80	1627
         3	1.8104500	2	1	3402	13667	48	3403
         4	1.8105100	2	0	5913	13595	82	5913
         5	1.8105400	2	0	9082	13648	65	9082
         6	1.8106000	2	0	12431	13409	60	12431
         7	1.8106600	2	2	15844	13601	81	15846
         8	1.8107000	2	0	18863	14068	57	18863
         9	1.8107500	2	1	20733	13712	81	20734
        10	1.8108100	2	0	18406	13804	61	18406
        11	1.8108500	2	0	16479	14026	91	16479
        12	1.8109000	2	1	13690	13672	74	13691
        13	1.8109700	2	0	10229	13896	71	10229
        14	1.8110000	2	1	7154	13406	75	7155
        15	1.8110500	2	1	3453	13622	80	3454
        16	1.8111000	2	0	1731	13547	72	1731
*stopped by user: 30/09/2023 09:14:00
