* begin:	25.06.2021 00:23:22
* script file:	D:\data\Cycle 190\exp_CRG-2887\rawdata\sc\TOF_PS_inverse_RF1+2_weak_1h.cfg
*
* no cfg file, sc file created manually
* 0	1.1800000	60.0	17474	8802	418061	53416	3707421806	26276	0.0000000	0.0000000
* Date: 25.06.2021	Time: 01:23
* Pulsetime (탎):0.000003	Looptime (탎): 304.000000	BinWidth (탎): 1.000000	BinCount: 305	measured time (s): 3600.008000
* Bin NR >>  탎  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	3600.01	23	122
1	1.00	3600.01	63	201
2	2.00	3600.01	66	192
3	3.00	3600.01	55	172
4	4.00	3600.01	53	164
5	5.00	3600.01	62	158
6	6.00	3600.01	55	178
7	7.00	3600.01	52	124
8	8.00	3600.01	56	132
9	9.00	3600.01	58	139
10	10.00	3600.01	50	173
11	11.00	3600.01	63	158
12	12.00	3600.01	59	206
13	13.00	3600.01	48	190
14	14.00	3600.01	58	202
15	15.00	3600.01	64	214
16	16.00	3600.01	41	216
17	17.00	3600.01	42	196
18	18.00	3600.01	52	204
19	19.00	3600.01	53	193
20	20.00	3600.01	51	169
21	21.00	3600.01	59	162
22	22.00	3600.01	65	181
23	23.00	3600.01	73	145
24	24.00	3600.01	69	145
25	25.00	3600.01	53	119
26	26.00	3600.01	51	150
27	27.00	3600.01	53	132
28	28.00	3600.01	57	193
29	29.00	3600.01	53	156
30	30.00	3600.01	64	195
31	31.00	3600.01	80	198
32	32.00	3600.01	59	233
33	33.00	3600.01	57	237
34	34.00	3600.01	54	235
35	35.00	3600.01	60	226
36	36.00	3600.01	59	182
37	37.00	3600.01	55	164
38	38.00	3600.01	61	181
39	39.00	3600.01	46	146
40	40.00	3600.01	42	148
41	41.00	3600.01	56	135
42	42.00	3600.01	45	121
43	43.00	3600.01	69	138
44	44.00	3600.01	65	175
45	45.00	3600.01	51	156
46	46.00	3600.01	69	170
47	47.00	3600.01	62	217
48	48.00	3600.01	61	232
49	49.00	3600.01	50	184
50	50.00	3600.01	58	225
51	51.00	3600.01	61	197
52	52.00	3600.01	61	200
53	53.00	3600.01	50	207
54	54.00	3600.01	62	189
55	55.00	3600.01	50	183
56	56.00	3600.01	49	152
57	57.00	3600.01	61	135
58	58.00	3600.01	54	144
59	59.00	3600.01	50	123
60	60.00	3600.01	56	157
61	61.00	3600.01	59	166
62	62.00	3600.01	56	183
63	63.00	3600.01	60	153
64	64.00	3600.01	78	194
65	65.00	3600.01	56	193
66	66.00	3600.01	64	224
67	67.00	3600.01	60	198
68	68.00	3600.01	70	188
69	69.00	3600.01	60	216
70	70.00	3600.01	72	187
71	71.00	3600.01	49	160
72	72.00	3600.01	48	162
73	73.00	3600.01	52	157
74	74.00	3600.01	58	155
75	75.00	3600.01	70	131
76	76.00	3600.01	66	133
77	77.00	3600.01	60	153
78	78.00	3600.01	62	163
79	79.00	3600.01	51	145
80	80.00	3600.01	61	180
81	81.00	3600.01	62	165
82	82.00	3600.01	56	192
83	83.00	3600.01	56	174
84	84.00	3600.01	50	195
85	85.00	3600.01	68	184
86	86.00	3600.01	48	184
87	87.00	3600.01	47	148
88	88.00	3600.01	50	183
89	89.00	3600.01	58	164
90	90.00	3600.01	55	185
91	91.00	3600.01	51	169
92	92.00	3600.01	59	169
93	93.00	3600.01	48	159
94	94.00	3600.01	53	182
95	95.00	3600.01	68	177
96	96.00	3600.01	67	191
97	97.00	3600.01	67	145
98	98.00	3600.01	58	165
99	99.00	3600.01	66	180
100	100.00	3600.01	52	173
101	101.00	3600.01	65	159
102	102.00	3600.01	75	165
103	103.00	3600.01	51	152
104	104.00	3600.01	42	183
105	105.00	3600.01	68	162
106	106.00	3600.01	64	168
