* begin:	23.06.2021 22:41:11
* script file:	D:\data\Cycle 190\exp_CRG-2887\rawdata\sc\TOF_PS_RF1+2_weak_1h.cfg
*
* no cfg file, sc file created manually
* 0	1.1800000	60.0	8279	9291	403063	22448	3707332875	17570	0.0000000	0.0000000
* Date: 24.06.2021	Time: 00:41
* Pulsetime (탎):0.000003	Looptime (탎): 304.000000	BinWidth (탎): 1.000000	BinCount: 305	measured time (s): 7200.013000
* Bin NR >>  탎  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	7200.01	19	33
1	1.00	7200.01	28	97
2	2.00	7200.01	24	95
3	3.00	7200.01	27	63
4	4.00	7200.01	25	64
5	5.00	7200.01	31	60
6	6.00	7200.01	22	70
7	7.00	7200.01	24	50
8	8.00	7200.01	31	67
9	9.00	7200.01	20	66
10	10.00	7200.01	28	62
11	11.00	7200.01	13	74
12	12.00	7200.01	30	75
13	13.00	7200.01	21	67
14	14.00	7200.01	30	78
15	15.00	7200.01	27	81
16	16.00	7200.01	18	87
17	17.00	7200.01	23	68
18	18.00	7200.01	44	87
19	19.00	7200.01	34	92
20	20.00	7200.01	27	74
21	21.00	7200.01	22	43
22	22.00	7200.01	26	60
23	23.00	7200.01	25	65
24	24.00	7200.01	25	51
25	25.00	7200.01	20	46
26	26.00	7200.01	19	62
27	27.00	7200.01	25	50
28	28.00	7200.01	29	71
29	29.00	7200.01	28	61
30	30.00	7200.01	32	67
31	31.00	7200.01	26	86
32	32.00	7200.01	21	85
33	33.00	7200.01	34	71
34	34.00	7200.01	39	104
35	35.00	7200.01	24	101
36	36.00	7200.01	25	79
37	37.00	7200.01	37	70
38	38.00	7200.01	30	67
39	39.00	7200.01	40	70
40	40.00	7200.01	23	48
41	41.00	7200.01	25	61
42	42.00	7200.01	26	66
43	43.00	7200.01	25	43
44	44.00	7200.01	35	67
45	45.00	7200.01	18	55
46	46.00	7200.01	31	96
47	47.00	7200.01	38	68
48	48.00	7200.01	22	92
49	49.00	7200.01	30	85
50	50.00	7200.01	21	75
51	51.00	7200.01	23	99
52	52.00	7200.01	29	80
53	53.00	7200.01	29	73
54	54.00	7200.01	27	89
55	55.00	7200.01	26	72
56	56.00	7200.01	30	73
57	57.00	7200.01	30	55
58	58.00	7200.01	22	55
59	59.00	7200.01	33	42
60	60.00	7200.01	26	76
61	61.00	7200.01	21	69
62	62.00	7200.01	29	81
63	63.00	7200.01	36	80
64	64.00	7200.01	31	75
65	65.00	7200.01	30	91
66	66.00	7200.01	24	89
67	67.00	7200.01	33	93
68	68.00	7200.01	35	90
69	69.00	7200.01	31	78
70	70.00	7200.01	25	101
71	71.00	7200.01	28	95
72	72.00	7200.01	26	64
73	73.00	7200.01	31	65
74	74.00	7200.01	20	83
75	75.00	7200.01	13	69
76	76.00	7200.01	33	86
77	77.00	7200.01	20	74
78	78.00	7200.01	25	85
79	79.00	7200.01	29	83
80	80.00	7200.01	29	100
81	81.00	7200.01	25	71
82	82.00	7200.01	28	87
83	83.00	7200.01	31	89
84	84.00	7200.01	19	90
85	85.00	7200.01	31	82
86	86.00	7200.01	26	79
87	87.00	7200.01	19	74
88	88.00	7200.01	21	65
89	89.00	7200.01	23	70
90	90.00	7200.01	26	72
91	91.00	7200.01	19	79
92	92.00	7200.01	33	88
93	93.00	7200.01	24	71
94	94.00	7200.01	26	87
95	95.00	7200.01	24	76
96	96.00	7200.01	20	71
97	97.00	7200.01	30	65
98	98.00	7200.01	30	72
99	99.00	7200.01	20	64
100	100.00	7200.01	43	92
101	101.00	7200.01	24	71
102	102.00	7200.01	24	83
103	103.00	7200.01	24	71
104	104.00	7200.01	22	70
105	105.00	7200.01	16	76
106	106.00	7200.01	22	63
