# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-1.999512 30.0 881 15452 209183 2142 3782389112 16333 0.000000 0.000000
-1.801758 30.0 872 15930 210188 1949 3782389148 16802 0.000000 0.000000
-1.614990 30.0 741 16621 212555 1446 3782389185 17362 0.000000 0.000000
-1.395264 30.0 1119 14893 212837 2507 3782389221 16012 0.000000 0.000000
-1.197510 30.0 1789 12008 213556 4312 3782389257 13797 0.000000 0.000000
-1.010742 30.0 2249 9684 212008 5976 3782389294 11933 0.000000 0.000000
-0.802002 30.0 2582 7717 212346 7067 3782389330 10299 0.000000 0.000000
-0.604248 30.0 2613 7560 212374 7245 3782389366 10173 0.000000 0.000000
-0.406494 30.0 2121 9580 212387 6068 3782389402 11701 0.000000 0.000000
-0.208740 30.0 1647 12239 212793 4439 3782389438 13886 0.000000 0.000000
-0.021973 30.0 1076 14888 212606 2643 3782389475 15964 0.000000 0.000000
0.197754 30.0 730 16430 213366 1555 3782389511 17160 0.000000 0.000000
0.395508 30.0 651 17001 213202 1259 3782389547 17652 0.000000 0.000000
0.604248 30.0 973 15823 212312 2121 3782389583 16796 0.000000 0.000000
0.802002 30.0 1552 12824 213033 3630 3782389619 14376 0.000000 0.000000
0.999756 30.0 2190 10205 213486 5482 3782389656 12395 0.000000 0.000000
1.197510 30.0 2559 8018 212853 6787 3782389692 10577 0.000000 0.000000
1.384277 30.0 2691 7513 212437 7315 3782389728 10204 0.000000 0.000000
1.593018 30.0 2379 8798 212633 6501 3782389764 11177 0.000000 0.000000
1.801758 30.0 1844 11049 212866 4907 3782389801 12893 0.000000 0.000000
1.988525 30.0 1154 14264 213185 3101 3782389837 15418 0.000000 0.000000
