#  ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.999512 5.0 822 53 31687 2406 3778565780 875 0.000000 0.000000
-1.801758 5.0 664 53 31687 1838 3778565807 717 0.000000 0.000000
-1.604004 5.0 580 53 31687 1241 3778565834 633 0.000000 0.000000
-1.395264 5.0 387 53 31687 495 3778565862 440 0.000000 0.000000
-1.208496 5.0 267 53 31687 396 3778565889 320 0.000000 0.000000
-0.999756 5.0 339 53 31687 834 3778565916 392 0.000000 0.000000
-0.812988 5.0 460 53 31687 1553 3778565943 513 0.000000 0.000000
-0.615234 5.0 614 53 31687 2022 3778565970 667 0.000000 0.000000
-0.395508 5.0 784 53 31687 2693 3778565997 837 0.000000 0.000000
-0.197754 5.0 841 53 31687 2651 3778566025 894 0.000000 0.000000
0.000000 5.0 731 53 31687 2191 3778566052 784 0.000000 0.000000
0.186768 5.0 699 53 31687 1683 3778566079 752 0.000000 0.000000
0.384522 5.0 533 53 31687 934 3778566106 586 0.000000 0.000000
0.604248 5.0 379 53 31687 463 3778566133 432 0.000000 0.000000
0.802002 5.0 274 53 31687 369 3778566161 327 0.000000 0.000000
0.988769 5.0 342 53 31687 945 3778566188 395 0.000000 0.000000
1.197510 5.0 436 53 31687 1260 3778566215 489 0.000000 0.000000
1.395264 5.0 641 53 31687 2196 3778566242 694 0.000000 0.000000
1.593018 5.0 728 53 31687 2689 3778566269 781 0.000000 0.000000
1.812744 5.0 834 53 31687 2760 3778566296 887 0.000000 0.000000
1.999512 5.0 827 53 31687 2289 3778566323 880 0.000000 0.000000
