* begin:	10.06.2021 12:14:47
* script file:	D:\data\Cycle 190\exp_CRG-2887\rawdata\sc\TOF_PS_RF2_pi2_1h.cfg
*
* no cfg file, sc file created manually
* 0	43.1000977	10.0	12151	1941	58975	29295	3706168491	14092	0.0000000	0.0000000
* Date: 10.06.2021	Time: 13:14
* Pulsetime (탎):0.000003	Looptime (탎): 304.000000	BinWidth (탎): 1.000000	BinCount: 305	measured time (s): 3600.020000
* Bin NR >>  탎  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	14	14
1	1.00	47	46
2	2.00	50	50
3	3.00	44	62
4	4.00	47	83
5	5.00	54	104
6	6.00	32	105
7	7.00	29	138
8	8.00	43	164
9	9.00	40	139
10	10.00	37	138
11	11.00	42	139
12	12.00	35	138
13	13.00	37	110
14	14.00	41	101
15	15.00	46	92
16	16.00	52	63
17	17.00	40	47
18	18.00	52	35
19	19.00	33	47
20	20.00	44	45
21	21.00	39	69
22	22.00	37	85
23	23.00	37	65
24	24.00	39	108
25	25.00	40	132
26	26.00	46	144
27	27.00	34	157
28	28.00	38	144
29	29.00	39	141
30	30.00	46	124
31	31.00	28	121
32	32.00	41	95
33	33.00	33	79
34	34.00	33	64
35	35.00	56	31
36	36.00	38	44
37	37.00	47	30
38	38.00	46	46
39	39.00	32	68
40	40.00	37	91
41	41.00	31	90
42	42.00	19	116
43	43.00	37	119
44	44.00	28	156
45	45.00	39	171
46	46.00	29	156
47	47.00	46	141
48	48.00	36	150
49	49.00	53	120
50	50.00	38	107
51	51.00	41	81
52	52.00	36	58
53	53.00	34	56
54	54.00	45	51
55	55.00	37	44
56	56.00	49	36
57	57.00	39	54
58	58.00	40	81
59	59.00	47	78
60	60.00	34	116
61	61.00	32	121
62	62.00	37	132
63	63.00	44	150
64	64.00	37	163
65	65.00	38	160
66	66.00	32	136
67	67.00	30	134
68	68.00	38	102
69	69.00	51	62
70	70.00	46	75
71	71.00	52	42
72	72.00	44	41
73	73.00	40	49
74	74.00	36	57
75	75.00	54	57
76	76.00	33	66
77	77.00	25	106
78	78.00	30	142
79	79.00	43	119
80	80.00	39	162
81	81.00	37	155
82	82.00	31	152
83	83.00	34	128
84	84.00	33	130
85	85.00	43	109
86	86.00	42	104
87	87.00	37	73
88	88.00	48	63
89	89.00	44	52
90	90.00	44	50
91	91.00	37	40
92	92.00	31	56
93	93.00	42	51
94	94.00	31	78
95	95.00	35	100
96	96.00	34	115
97	97.00	41	125
98	98.00	38	126
99	99.00	45	150
100	100.00	35	144
101	101.00	24	135
102	102.00	48	152
103	103.00	40	134
104	104.00	48	94
105	105.00	49	92
106	106.00	39	59
107	107.00	48	47
108	108.00	26	43
109	109.00	44	46
110	110.00	41	61
111	111.00	44	58
112	112.00	33	99
113	113.00	39	86
114	114.00	39	110
115	115.00	45	115
116	116.00	33	135
117	117.00	50	146
118	118.00	54	159
119	119.00	31	151
120	120.00	46	121
121	121.00	38	118
122	122.00	47	93
123	123.00	49	94
124	124.00	42	62
125	125.00	37	46
126	126.00	46	41
127	127.00	38	40
128	128.00	42	36
129	129.00	31	65
130	130.00	33	85
131	131.00	26	95
132	132.00	35	110
133	133.00	24	108
134	134.00	31	127
135	135.00	25	151
136	136.00	52	159
137	137.00	49	154
138	138.00	38	141
139	139.00	42	107
140	140.00	51	100
141	141.00	44	85
142	142.00	34	64
143	143.00	48	43
144	144.00	38	43
145	145.00	45	58
146	146.00	53	57
147	147.00	42	57
148	148.00	34	85
149	149.00	39	93
150	150.00	47	127
151	151.00	31	128
152	152.00	43	152
153	153.00	35	133
154	154.00	37	169
155	155.00	37	150
156	156.00	41	154
157	157.00	42	122
158	158.00	42	111
159	159.00	49	84
160	160.00	49	77
161	161.00	49	51
162	162.00	41	31
163	163.00	45	29
164	164.00	49	45
165	165.00	35	59
166	166.00	39	79
167	167.00	37	100
168	168.00	33	131
169	169.00	38	122
170	170.00	35	123
171	171.00	38	149
172	172.00	33	176
173	173.00	26	153
174	174.00	49	120
175	175.00	40	116
176	176.00	44	109
177	177.00	46	74
178	178.00	43	58
179	179.00	40	53
180	180.00	40	54
181	181.00	46	45
182	182.00	45	64
183	183.00	53	65
184	184.00	41	76
185	185.00	43	92
186	186.00	39	116
187	187.00	29	143
188	188.00	35	141
189	189.00	37	140
190	190.00	36	171
191	191.00	39	136
192	192.00	44	127
193	193.00	36	122
194	194.00	52	94
195	195.00	52	59
196	196.00	43	69
197	197.00	51	44
198	198.00	49	39
199	199.00	45	33
200	200.00	54	44
201	201.00	45	56
202	202.00	36	86
203	203.00	34	86
204	204.00	49	115
205	205.00	32	126
206	206.00	35	157
207	207.00	33	130
208	208.00	42	178
209	209.00	34	125
210	210.00	35	143
211	211.00	56	100
212	212.00	53	108
213	213.00	48	105
214	214.00	45	63
215	215.00	42	40
216	216.00	45	43
217	217.00	37	37
218	218.00	49	50
219	219.00	45	49
220	220.00	36	65
221	221.00	32	77
222	222.00	39	107
223	223.00	30	100
224	224.00	32	140
225	225.00	32	127
226	226.00	26	162
227	227.00	37	132
228	228.00	41	137
229	229.00	34	118
230	230.00	40	85
231	231.00	39	92
232	232.00	41	62
233	233.00	48	58
234	234.00	43	57
235	235.00	46	61
236	236.00	44	67
237	237.00	35	74
238	238.00	24	110
239	239.00	26	89
240	240.00	45	121
241	241.00	37	111
242	242.00	46	127
243	243.00	31	134
244	244.00	38	131
245	245.00	35	118
246	246.00	42	89
247	247.00	47	95
248	248.00	45	80
249	249.00	40	63
250	250.00	49	57
251	251.00	43	54
252	252.00	40	60
253	253.00	46	57
254	254.00	44	65
255	255.00	30	88
256	256.00	44	113
257	257.00	32	121
258	258.00	34	120
259	259.00	52	142
260	260.00	40	157
261	261.00	22	128
262	262.00	53	155
263	263.00	40	89
264	264.00	52	126
265	265.00	52	87
266	266.00	60	71
267	267.00	41	58
268	268.00	40	47
269	269.00	35	38
270	270.00	46	48
271	271.00	34	44
272	272.00	51	67
273	273.00	40	93
274	274.00	29	117
275	275.00	39	123
276	276.00	50	139
277	277.00	34	129
278	278.00	28	145
279	279.00	39	133
280	280.00	35	139
281	281.00	42	112
282	282.00	41	102
283	283.00	39	64
284	284.00	42	71
285	285.00	39	64
286	286.00	49	42
287	287.00	38	43
288	288.00	35	39
289	289.00	44	76
290	290.00	49	83
291	291.00	42	90
292	292.00	42	109
293	293.00	34	120
294	294.00	33	136
295	295.00	34	147
296	296.00	41	160
297	297.00	31	129
298	298.00	31	130
299	299.00	37	109
300	300.00	31	90
301	301.00	45	85
302	302.00	37	65
303	303.00	38	34
304	304.00	15	24
* end: 10.06.2021 13:14:52
