* begin:	21.06.2021 06:56:16
* script file:	D:\data\Cycle 190\exp_CRG-2887\rawdata\sc\TOF_PS_RF1+2_weak_1h.cfg
*
* no cfg file, sc file created manually
* 0	1.1800000	60.0	9141	8844	361041	23654	3707103381	17985	0.0000000	0.0000000
* Date: 21.06.2021	Time: 08:56
* Pulsetime (탎):0.000003	Looptime (탎): 304.000000	BinWidth (탎): 1.000000	BinCount: 305	measured time (s): 7200.001000
* Bin NR >>  탎  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	7200.00	15	48
1	1.00	7200.00	44	94
2	2.00	7200.00	30	100
3	3.00	7200.00	26	67
4	4.00	7200.00	27	77
5	5.00	7200.00	38	63
6	6.00	7200.00	25	59
7	7.00	7200.00	31	61
8	8.00	7200.00	24	59
9	9.00	7200.00	26	70
10	10.00	7200.00	29	64
11	11.00	7200.00	22	60
12	12.00	7200.00	30	77
13	13.00	7200.00	25	78
14	14.00	7200.00	45	94
15	15.00	7200.00	37	69
16	16.00	7200.00	41	82
17	17.00	7200.00	30	74
18	18.00	7200.00	32	81
19	19.00	7200.00	38	69
20	20.00	7200.00	34	84
21	21.00	7200.00	25	55
22	22.00	7200.00	26	56
23	23.00	7200.00	29	57
24	24.00	7200.00	26	70
25	25.00	7200.00	30	47
26	26.00	7200.00	31	66
27	27.00	7200.00	24	81
28	28.00	7200.00	34	81
29	29.00	7200.00	27	76
30	30.00	7200.00	29	68
31	31.00	7200.00	33	81
32	32.00	7200.00	35	105
33	33.00	7200.00	35	76
34	34.00	7200.00	38	92
35	35.00	7200.00	35	71
36	36.00	7200.00	35	68
37	37.00	7200.00	26	79
38	38.00	7200.00	28	81
39	39.00	7200.00	40	54
40	40.00	7200.00	28	56
41	41.00	7200.00	33	56
42	42.00	7200.00	27	65
43	43.00	7200.00	25	61
44	44.00	7200.00	50	73
45	45.00	7200.00	31	73
46	46.00	7200.00	33	77
47	47.00	7200.00	38	91
48	48.00	7200.00	44	111
49	49.00	7200.00	26	95
50	50.00	7200.00	39	104
51	51.00	7200.00	41	87
52	52.00	7200.00	29	91
53	53.00	7200.00	25	89
54	54.00	7200.00	31	76
55	55.00	7200.00	30	57
56	56.00	7200.00	32	66
57	57.00	7200.00	33	70
58	58.00	7200.00	20	61
59	59.00	7200.00	23	60
60	60.00	7200.00	34	61
61	61.00	7200.00	34	52
62	62.00	7200.00	40	82
63	63.00	7200.00	29	93
64	64.00	7200.00	25	95
65	65.00	7200.00	30	82
66	66.00	7200.00	36	81
67	67.00	7200.00	25	103
68	68.00	7200.00	39	88
69	69.00	7200.00	27	88
70	70.00	7200.00	27	99
71	71.00	7200.00	26	80
72	72.00	7200.00	26	86
73	73.00	7200.00	26	60
74	74.00	7200.00	27	77
75	75.00	7200.00	27	58
76	76.00	7200.00	27	57
77	77.00	7200.00	27	73
78	78.00	7200.00	33	82
79	79.00	7200.00	28	81
80	80.00	7200.00	28	96
81	81.00	7200.00	31	83
82	82.00	7200.00	31	108
83	83.00	7200.00	29	92
84	84.00	7200.00	33	99
85	85.00	7200.00	22	67
86	86.00	7200.00	20	92
87	87.00	7200.00	25	72
88	88.00	7200.00	30	82
89	89.00	7200.00	29	72
90	90.00	7200.00	27	83
91	91.00	7200.00	25	82
92	92.00	7200.00	32	77
93	93.00	7200.00	20	89
94	94.00	7200.00	19	84
95	95.00	7200.00	34	79
96	96.00	7200.00	26	89
97	97.00	7200.00	32	90
98	98.00	7200.00	34	93
99	99.00	7200.00	32	68
100	100.00	7200.00	30	78
101	101.00	7200.00	36	83
102	102.00	7200.00	25	74
103	103.00	7200.00	19	70
104	104.00	7200.00	29	91
105	105.00	7200.00	17	97
106	106.00	7200.00	31	90
