# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.999268 20.0 274 5542 126175 352 3776547591 6168 0.000000 0.000000 1.400000
-2.823486 20.0 210 5696 124717 362 3776547618 6268 0.000000 0.000000 1.400000
-2.603760 20.0 276 5156 125078 717 3776547645 6149 0.000000 0.000000 1.400000
-2.395020 20.0 413 4261 124519 1296 3776547671 5970 0.000000 0.000000 1.400000
-2.197266 20.0 607 3460 124877 1940 3776547698 6007 0.000000 0.000000 1.400000
-1.999512 20.0 749 2753 126794 2222 3776547725 5724 0.000000 0.000000 1.400000
-1.812744 20.0 762 2830 126119 2169 3776547752 5761 0.000000 0.000000 1.400000
-1.614990 20.0 672 3583 126385 1640 3776547779 5895 0.000000 0.000000 1.400000
-1.406250 20.0 510 4295 123095 1072 3776547805 5877 0.000000 0.000000 1.400000
-1.197510 20.0 364 5165 126643 620 3776547832 6149 0.000000 0.000000 1.400000
-0.999756 20.0 254 5683 126182 311 3776547859 6248 0.000000 0.000000 1.400000
-0.802002 20.0 183 5626 126543 461 3776547886 6270 0.000000 0.000000 1.400000
-0.615234 20.0 336 4792 124281 880 3776547913 6008 0.000000 0.000000 1.400000
-0.395508 20.0 414 4159 125643 1351 3776547940 5924 0.000000 0.000000 1.400000
-0.208740 20.0 615 3245 124483 1983 3776547966 5843 0.000000 0.000000 1.400000
0.000000 20.0 761 2736 125953 2286 3776547993 5783 0.000000 0.000000 1.400000
0.186768 20.0 783 2892 124904 2029 3776548020 5704 0.000000 0.000000 1.400000
0.395508 20.0 706 3384 125585 1697 3776548047 5787 0.000000 0.000000 1.400000
0.593262 20.0 520 4310 125589 1151 3776548073 5981 0.000000 0.000000 1.400000
0.791016 20.0 376 5305 125619 640 3776548100 6321 0.000000 0.000000 1.400000
0.999756 20.0 205 5654 127389 249 3776548127 6108 0.000000 0.000000 1.400000
1.197510 20.0 192 5775 127193 424 3776548154 6391 0.000000 0.000000 1.400000
1.384277 20.0 268 5158 128463 742 3776548181 6168 0.000000 0.000000 1.400000
1.604004 20.0 477 4174 128820 1415 3776548207 6066 0.000000 0.000000 1.400000
1.790771 20.0 572 3389 128472 1912 3776548234 5873 0.000000 0.000000 1.400000
1.988525 20.0 723 2882 130150 2238 3776548261 5843 0.000000 0.000000 1.400000
2.197266 20.0 829 2862 130024 2231 3776548288 5922 0.000000 0.000000 1.400000
2.395020 20.0 732 3361 130105 1742 3776548315 5835 0.000000 0.000000 1.400000
2.603760 20.0 595 4234 132094 1149 3776548342 5978 0.000000 0.000000 1.400000
2.801514 20.0 323 5194 133136 547 3776548368 6064 0.000000 0.000000 1.400000
2.988281 20.0 252 5794 133528 344 3776548395 6390 0.000000 0.000000 1.400000
