# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.999268 20.0 296 5424 123923 480 3776542444 6200 0.000000 0.000000 1.100000
-2.801514 20.0 270 5277 124241 500 3776542471 6047 0.000000 0.000000 1.100000
-2.603760 20.0 344 4885 124908 936 3776542498 6165 0.000000 0.000000 1.100000
-2.395020 20.0 499 4043 125064 1437 3776542525 5979 0.000000 0.000000 1.100000
-2.208252 20.0 642 3164 126711 2023 3776542551 5829 0.000000 0.000000 1.100000
-2.010498 20.0 802 2993 125836 2200 3776542578 5995 0.000000 0.000000 1.100000
-1.812744 20.0 768 3081 125399 2011 3776542605 5860 0.000000 0.000000 1.100000
-1.593018 20.0 617 3646 125453 1608 3776542632 5871 0.000000 0.000000 1.100000
-1.406250 20.0 495 4387 125562 1094 3776542658 5976 0.000000 0.000000 1.100000
-1.197510 20.0 364 5111 126183 640 3776542685 6115 0.000000 0.000000 1.100000
-1.010742 20.0 264 5425 125749 404 3776542712 6093 0.000000 0.000000 1.100000
-0.802002 20.0 259 5280 124525 525 3776542739 6064 0.000000 0.000000 1.100000
-0.604248 20.0 366 4707 125974 962 3776542766 6035 0.000000 0.000000 1.100000
-0.406494 20.0 519 3971 125643 1511 3776542792 6001 0.000000 0.000000 1.100000
-0.186768 20.0 709 3239 125805 2068 3776542819 6016 0.000000 0.000000 1.100000
0.000000 20.0 779 2994 125119 2183 3776542846 5956 0.000000 0.000000 1.100000
0.186768 20.0 801 2988 125426 2013 3776542872 5802 0.000000 0.000000 1.100000
0.395508 20.0 629 3601 123181 1709 3776542899 5939 0.000000 0.000000 1.100000
0.593262 20.0 522 4227 126924 1274 3776542926 6023 0.000000 0.000000 1.100000
0.791016 20.0 394 4979 127047 731 3776542952 6104 0.000000 0.000000 1.100000
0.999756 20.0 286 5686 124995 464 3776542979 6436 0.000000 0.000000 1.100000
1.186523 20.0 211 5440 129209 517 3776543006 6168 0.000000 0.000000 1.100000
1.395264 20.0 312 4800 130500 826 3776543033 5938 0.000000 0.000000 1.100000
1.593018 20.0 473 3967 128944 1461 3776543060 5901 0.000000 0.000000 1.100000
1.790771 20.0 580 3406 131108 1944 3776543086 5930 0.000000 0.000000 1.100000
1.988525 20.0 753 2991 118493 2199 3776543113 5943 0.000000 0.000000 1.100000
2.208252 20.0 809 3002 118426 1977 3776543140 5788 0.000000 0.000000 1.100000
2.406006 20.0 685 3532 117107 1532 3776543166 5749 0.000000 0.000000 1.100000
2.603760 20.0 509 4311 123207 1159 3776543193 5979 0.000000 0.000000 1.100000
2.801514 20.0 342 5063 130976 693 3776543220 6098 0.000000 0.000000 1.100000
2.988281 20.0 272 5475 130569 463 3776543247 6210 0.000000 0.000000 1.100000
