# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2 current(Amp)
-2.988281 20.0 721 3055 125464 2125 3776539871 5901 0.000000 0.000000 -1.000000
-2.801514 20.0 600 3692 125956 1622 3776539898 5914 0.000000 0.000000 -1.000000
-2.581787 20.0 462 4347 125001 1050 3776539924 5859 0.000000 0.000000 -1.000000
-2.395020 20.0 373 5167 125785 619 3776539951 6159 0.000000 0.000000 -1.000000
-2.197266 20.0 276 5426 125967 452 3776539978 6154 0.000000 0.000000 -1.000000
-2.010498 20.0 285 5245 126247 585 3776540005 6115 0.000000 0.000000 -1.000000
-1.801758 20.0 385 4562 125068 1070 3776540032 6017 0.000000 0.000000 -1.000000
-1.604004 20.0 536 3654 126246 1620 3776540058 5810 0.000000 0.000000 -1.000000
-1.406250 20.0 678 3085 125490 2026 3776540085 5789 0.000000 0.000000 -1.000000
-1.197510 20.0 757 2967 126019 2086 3776540112 5810 0.000000 0.000000 -1.000000
-1.010742 20.0 742 3222 126275 1889 3776540139 5853 0.000000 0.000000 -1.000000
-0.812988 20.0 602 3912 125841 1488 3776540165 6002 0.000000 0.000000 -1.000000
-0.615234 20.0 432 4750 125845 1004 3776540192 6186 0.000000 0.000000 -1.000000
-0.395508 20.0 333 5244 131351 591 3776540219 6168 0.000000 0.000000 -1.000000
-0.197754 20.0 233 5501 132384 457 3776540245 6191 0.000000 0.000000 -1.000000
0.000000 20.0 261 5276 132638 626 3776540272 6163 0.000000 0.000000 -1.000000
0.197754 20.0 428 4627 130705 1114 3776540299 6169 0.000000 0.000000 -1.000000
0.384522 20.0 530 3714 129769 1632 3776540326 5876 0.000000 0.000000 -1.000000
0.604248 20.0 685 3204 129188 2049 3776540352 5938 0.000000 0.000000 -1.000000
0.791016 20.0 757 2891 130445 2162 3776540379 5810 0.000000 0.000000 -1.000000
0.999756 20.0 759 3049 129407 1912 3776540406 5720 0.000000 0.000000 -1.000000
1.186523 20.0 640 3790 130343 1560 3776540433 5990 0.000000 0.000000 -1.000000
1.395264 20.0 508 4596 130047 1063 3776540459 6167 0.000000 0.000000 -1.000000
1.604004 20.0 307 5258 130305 597 3776540486 6162 0.000000 0.000000 -1.000000
1.801758 20.0 257 5296 128638 499 3776540513 6052 0.000000 0.000000 -1.000000
1.999512 20.0 243 5242 128975 526 3776540540 6011 0.000000 0.000000 -1.000000
2.186279 20.0 401 4497 129657 1134 3776540567 6032 0.000000 0.000000 -1.000000
2.384033 20.0 535 3743 127657 1660 3776540594 5938 0.000000 0.000000 -1.000000
2.614746 20.0 706 3171 129312 1926 3776540621 5803 0.000000 0.000000 -1.000000
2.790527 20.0 753 2845 130966 2160 3776540647 5758 0.000000 0.000000 -1.000000
2.999268 20.0 757 3246 130668 1939 3776540674 5942 0.000000 0.000000 -1.000000
