* begin:	13.06.2021 03:13:04
* script file:	D:\data\Cycle 190\exp_CRG-2887\rawdata\sc\TOF_PS_RF1+2_pi2_1h.cfg
*
* no cfg file, sc file created manually
* 0	1.1000000	60.0	15656	13316	335407	43690	3706395188	28972	0.0000000	0.0000000
* Date: 13.06.2021	Time: 04:13
* Pulsetime (탎):0.000003	Looptime (탎): 304.000000	BinWidth (탎): 1.000000	BinCount: 305	measured time (s): 3600.003000
* Bin NR >>  탎  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	3600.00	27	114
1	1.00	3600.00	63	255
2	2.00	3600.00	55	230
3	3.00	3600.00	38	200
4	4.00	3600.00	53	161
5	5.00	3600.00	48	108
6	6.00	3600.00	60	97
7	7.00	3600.00	52	62
8	8.00	3600.00	54	62
9	9.00	3600.00	47	51
10	10.00	3600.00	52	89
11	11.00	3600.00	39	114
12	12.00	3600.00	45	160
13	13.00	3600.00	38	238
14	14.00	3600.00	42	238
15	15.00	3600.00	53	303
16	16.00	3600.00	48	294
17	17.00	3600.00	43	272
18	18.00	3600.00	60	288
19	19.00	3600.00	47	254
20	20.00	3600.00	45	207
21	21.00	3600.00	59	135
22	22.00	3600.00	51	113
23	23.00	3600.00	51	81
24	24.00	3600.00	45	36
25	25.00	3600.00	38	51
26	26.00	3600.00	49	53
27	27.00	3600.00	34	92
28	28.00	3600.00	41	123
29	29.00	3600.00	34	190
30	30.00	3600.00	50	259
31	31.00	3600.00	43	273
32	32.00	3600.00	36	328
33	33.00	3600.00	29	304
34	34.00	3600.00	54	326
35	35.00	3600.00	40	305
36	36.00	3600.00	35	283
37	37.00	3600.00	40	188
38	38.00	3600.00	37	163
39	39.00	3600.00	34	104
40	40.00	3600.00	40	75
41	41.00	3600.00	35	49
42	42.00	3600.00	42	54
43	43.00	3600.00	39	64
44	44.00	3600.00	44	90
45	45.00	3600.00	43	119
46	46.00	3600.00	43	190
47	47.00	3600.00	53	224
48	48.00	3600.00	39	230
49	49.00	3600.00	45	286
50	50.00	3600.00	36	306
51	51.00	3600.00	34	281
52	52.00	3600.00	42	276
53	53.00	3600.00	39	212
54	54.00	3600.00	31	191
55	55.00	3600.00	35	136
56	56.00	3600.00	48	99
57	57.00	3600.00	37	75
58	58.00	3600.00	47	39
59	59.00	3600.00	49	41
60	60.00	3600.00	56	47
61	61.00	3600.00	37	85
62	62.00	3600.00	57	118
63	63.00	3600.00	46	164
64	64.00	3600.00	57	187
65	65.00	3600.00	52	226
66	66.00	3600.00	46	223
67	67.00	3600.00	52	246
68	68.00	3600.00	48	202
69	69.00	3600.00	35	210
70	70.00	3600.00	57	179
71	71.00	3600.00	30	159
72	72.00	3600.00	56	132
73	73.00	3600.00	49	81
74	74.00	3600.00	44	57
75	75.00	3600.00	64	61
76	76.00	3600.00	54	42
77	77.00	3600.00	53	67
78	78.00	3600.00	46	84
79	79.00	3600.00	62	124
80	80.00	3600.00	54	173
81	81.00	3600.00	46	178
82	82.00	3600.00	50	201
83	83.00	3600.00	48	175
84	84.00	3600.00	57	181
85	85.00	3600.00	44	176
86	86.00	3600.00	58	163
87	87.00	3600.00	50	151
88	88.00	3600.00	47	121
89	89.00	3600.00	49	79
90	90.00	3600.00	45	75
91	91.00	3600.00	56	92
92	92.00	3600.00	57	64
93	93.00	3600.00	45	72
94	94.00	3600.00	77	89
95	95.00	3600.00	48	76
96	96.00	3600.00	44	112
97	97.00	3600.00	62	126
98	98.00	3600.00	76	118
99	99.00	3600.00	55	139
100	100.00	3600.00	46	138
101	101.00	3600.00	53	124
102	102.00	3600.00	48	127
103	103.00	3600.00	62	93
104	104.00	3600.00	55	130
105	105.00	3600.00	43	101
106	106.00	3600.00	53	98
