#  ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.999512 20.0 345 2699 135265 677 3777130587 3044 0.000000 0.000000
-1.801758 20.0 362 2699 135265 680 3777130614 3061 0.000000 0.000000
-1.604004 20.0 311 2699 135265 624 3777130642 3010 0.000000 0.000000
-1.406250 20.0 324 2699 135265 678 3777130669 3023 0.000000 0.000000
-1.208496 20.0 324 2699 135265 724 3777130697 3023 0.000000 0.000000
-0.999756 20.0 315 2699 135265 736 3777130725 3014 0.000000 0.000000
-0.802002 20.0 360 2699 135265 741 3777130752 3059 0.000000 0.000000
-0.604248 20.0 374 2699 135265 737 3777130780 3073 0.000000 0.000000
-0.395508 20.0 356 2699 135265 783 3777130808 3055 0.000000 0.000000
-0.186768 20.0 368 2699 135265 710 3777130835 3067 0.000000 0.000000
0.000000 20.0 375 2699 135265 685 3777130863 3074 0.000000 0.000000
0.197754 20.0 339 2699 135265 616 3777130891 3038 0.000000 0.000000
0.384522 20.0 296 2699 135265 606 3777130918 2995 0.000000 0.000000
0.593262 20.0 319 2699 135265 707 3777130946 3018 0.000000 0.000000
0.802002 20.0 356 2699 135265 702 3777130974 3055 0.000000 0.000000
0.988769 20.0 339 2699 135265 716 3777131001 3038 0.000000 0.000000
1.186523 20.0 350 2699 135265 722 3777131029 3049 0.000000 0.000000
1.384277 20.0 356 2699 135265 753 3777131057 3055 0.000000 0.000000
1.604004 20.0 359 2699 135265 673 3777131084 3058 0.000000 0.000000
1.790771 20.0 340 2699 135265 722 3777131112 3039 0.000000 0.000000
1.999512 20.0 340 2699 135265 721 3777131139 3039 0.000000 0.000000
