# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 120.0 678 20752 756446 20541 3771273802 21430 0.0000000 0.0000000 -0.2856450
-0.0858680 120.0 253 20551 756639 20623 3771274050 20804 0.0000000 0.0000000 -0.2856450
-0.0717360 120.0 74 20585 757357 20741 3771274297 20659 0.0000000 0.0000000 -0.2856450
-0.0646700 120.0 69 20773 757056 20358 3771274544 20842 0.0000000 0.0000000 -0.2856450
-0.0505380 120.0 265 20613 756417 20502 3771274791 20878 0.0000000 0.0000000 -0.2856450
-0.0364060 120.0 634 20553 757476 20331 3771275038 21187 0.0000000 0.0000000 -0.2856450
-0.0222740 120.0 951 20731 756449 20621 3771275286 21682 0.0000000 0.0000000 -0.2856450
-0.0081420 120.0 1157 20784 755782 20278 3771275533 21941 0.0000000 0.0000000 -0.2856450
0.0059900 120.0 1120 20724 753737 20630 3771275780 21844 0.0000000 0.0000000 -0.2856450
0.0201220 120.0 866 20521 757341 20475 3771276027 21387 0.0000000 0.0000000 -0.2856450
0.0342540 120.0 464 20761 755934 20388 3771276274 21225 0.0000000 0.0000000 -0.2856450
0.0483860 120.0 149 20583 724283 20509 3771276521 20732 0.0000000 0.0000000 -0.2856450
0.0625180 120.0 75 20681 725446 20388 3771276768 20756 0.0000000 0.0000000 -0.2856450
0.0766500 120.0 223 20637 724775 20421 3771277015 20860 0.0000000 0.0000000 -0.2856450
0.0907820 120.0 539 20601 724868 20489 3771277262 21140 0.0000000 0.0000000 -0.2856450
0.1049140 120.0 868 20590 724957 20373 3771277510 21458 0.0000000 0.0000000 -0.2856450
