# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 120.0 985 15045 748129 19252 3771346846 16030 0.0000000 0.0000000 0.7031250
-0.0858680 120.0 363 14850 748756 19341 3771347094 15213 0.0000000 0.0000000 0.7031250
-0.0717360 120.0 121 14993 760892 19457 3771347341 15114 0.0000000 0.0000000 0.7031250
-0.0646700 120.0 149 15148 759985 19302 3771347588 15297 0.0000000 0.0000000 0.7031250
-0.0505380 120.0 523 15002 760730 19566 3771347835 15525 0.0000000 0.0000000 0.7031250
-0.0364060 120.0 1177 14964 761786 19448 3771348083 16141 0.0000000 0.0000000 0.7031250
-0.0222740 120.0 1717 14999 763576 19307 3771348330 16716 0.0000000 0.0000000 0.7031250
-0.0081420 120.0 1893 14853 763923 19058 3771348577 16746 0.0000000 0.0000000 0.7031250
0.0059900 120.0 1746 15067 763521 19085 3771348825 16813 0.0000000 0.0000000 0.7031250
0.0201220 120.0 1286 15170 749949 19338 3771349072 16456 0.0000000 0.0000000 0.7031250
0.0342540 120.0 637 15030 749361 19313 3771349319 15667 0.0000000 0.0000000 0.7031250
0.0483860 120.0 236 15054 750829 19108 3771349566 15290 0.0000000 0.0000000 0.7031250
0.0625180 120.0 125 14991 747110 19177 3771349814 15116 0.0000000 0.0000000 0.7031250
0.0766500 120.0 369 15160 749099 18973 3771350061 15529 0.0000000 0.0000000 0.7031250
0.0907820 120.0 1050 15116 749617 19265 3771350308 16166 0.0000000 0.0000000 0.7031250
0.1049140 120.0 1606 15109 751662 19165 3771350555 16715 0.0000000 0.0000000 0.7031250
