# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 239.9 1217 42237 1508851 40786 3771286123 43454 0.0000000 0.0000000 -0.1098630
-0.0858680 239.9 515 42132 1521744 40901 3771286610 42647 0.0000000 0.0000000 -0.1098630
-0.0717360 239.9 152 42241 1501082 40900 3771287098 42393 0.0000000 0.0000000 -0.1098630
-0.0646700 239.9 130 42987 1499595 41016 3771287585 43117 0.0000000 0.0000000 -0.1098630
-0.0505380 239.9 467 42752 1501133 40885 3771288072 43219 0.0000000 0.0000000 -0.1098630
-0.0364060 239.9 1053 42540 1501061 41044 3771288559 43593 0.0000000 0.0000000 -0.1098630
-0.0222740 239.9 1599 42482 1499831 40763 3771289046 44081 0.0000000 0.0000000 -0.1098630
-0.0081420 239.9 1950 42766 1517041 40891 3771289533 44716 0.0000000 0.0000000 -0.1098630
0.0059900 239.9 1828 42378 1493367 40628 3771290020 44206 0.0000000 0.0000000 -0.1098630
0.0201220 239.9 1440 42556 1491133 40479 3771290508 43996 0.0000000 0.0000000 -0.1098630
0.0342540 239.9 841 42386 1493158 41043 3771290995 43227 0.0000000 0.0000000 -0.1098630
0.0483860 239.9 284 42448 1490621 40886 3771291482 42732 0.0000000 0.0000000 -0.1098630
0.0625180 239.9 144 42692 1518532 40707 3771291969 42836 0.0000000 0.0000000 -0.1098630
0.0766500 239.9 341 42496 1497003 40628 3771292456 42837 0.0000000 0.0000000 -0.1098630
0.0907820 239.9 926 42271 1485206 40839 3771292943 43197 0.0000000 0.0000000 -0.1098630
0.1049140 239.9 1492 42123 1486433 40535 3771293430 43615 0.0000000 0.0000000 -0.1098630
