# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 120.0 859 15694 754567 19628 3771341928 16553 0.0000000 0.0000000 0.6152340
-0.0858680 120.0 386 15616 755629 19587 3771342175 16002 0.0000000 0.0000000 0.6152340
-0.0717360 120.0 115 15756 754981 19582 3771342422 15871 0.0000000 0.0000000 0.6152340
-0.0646700 120.0 133 15635 754268 19487 3771342670 15768 0.0000000 0.0000000 0.6152340
-0.0505380 120.0 447 15668 754891 19296 3771342917 16115 0.0000000 0.0000000 0.6152340
-0.0364060 120.0 947 15690 755675 19121 3771343164 16637 0.0000000 0.0000000 0.6152340
-0.0222740 120.0 1570 15654 753863 19175 3771343411 17224 0.0000000 0.0000000 0.6152340
-0.0081420 120.0 1878 15547 754143 19620 3771343658 17425 0.0000000 0.0000000 0.6152340
0.0059900 120.0 1716 15933 755175 19244 3771343906 17649 0.0000000 0.0000000 0.6152340
0.0201220 120.0 1244 15444 752358 19278 3771344153 16688 0.0000000 0.0000000 0.6152340
0.0342540 120.0 694 15700 752480 19621 3771344401 16394 0.0000000 0.0000000 0.6152340
0.0483860 120.0 236 15926 750765 19463 3771344648 16162 0.0000000 0.0000000 0.6152340
0.0625180 120.0 112 15622 757666 19372 3771344895 15734 0.0000000 0.0000000 0.6152340
0.0766500 120.0 415 15732 763739 19536 3771345142 16147 0.0000000 0.0000000 0.6152340
0.0907820 120.0 1011 15691 762594 19596 3771345389 16702 0.0000000 0.0000000 0.6152340
0.1049140 120.0 1543 15632 761002 19477 3771345637 17175 0.0000000 0.0000000 0.6152340
