# Current(Amp) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
-0.1000000 120.0 706 18989 755631 19959 3771322258 19695 0.0000000 0.0000000 0.2636720
-0.0858680 120.0 312 18756 754108 19757 3771322505 19068 0.0000000 0.0000000 0.2636720
-0.0717360 120.0 99 18385 754367 19941 3771322752 18484 0.0000000 0.0000000 0.2636720
-0.0646700 120.0 115 18772 756417 19970 3771322999 18887 0.0000000 0.0000000 0.2636720
-0.0505380 120.0 319 18696 757827 19582 3771323247 19015 0.0000000 0.0000000 0.2636720
-0.0364060 120.0 682 18681 756775 19661 3771323494 19363 0.0000000 0.0000000 0.2636720
-0.0222740 120.0 1090 18751 755074 19814 3771323741 19841 0.0000000 0.0000000 0.2636720
-0.0081420 120.0 1396 18847 763145 19813 3771323988 20243 0.0000000 0.0000000 0.2636720
0.0059900 120.0 1282 18648 762080 19704 3771324235 19930 0.0000000 0.0000000 0.2636720
0.0201220 120.0 938 18718 763977 19745 3771324483 19656 0.0000000 0.0000000 0.2636720
0.0342540 120.0 523 18836 763632 19960 3771324730 19359 0.0000000 0.0000000 0.2636720
0.0483860 120.0 180 18769 763602 19833 3771324977 18949 0.0000000 0.0000000 0.2636720
0.0625180 120.0 94 18615 762373 19610 3771325224 18709 0.0000000 0.0000000 0.2636720
0.0766500 120.0 296 18676 757036 19856 3771325472 18972 0.0000000 0.0000000 0.2636720
0.0907820 120.0 618 18562 762539 19996 3771325719 19180 0.0000000 0.0000000 0.2636720
0.1049140 120.0 1086 18638 763057 20047 3771325966 19724 0.0000000 0.0000000 0.2636720
