* begin:	16.06.2021 07:04:51
* script file:	D:\data\Cycle 190\exp_CRG-2887\rawdata\sc\TOF_PS_RF1_pi2_1h.cfg
*
* no cfg file, sc file created manually
* 0	43.1000977	60.0	6473	10068	451916	18250	3706668295	16541	0.0000000	0.0000000
* Date: 16.06.2021	Time: 08:04
* Pulsetime (탎):0.000003	Looptime (탎): 304.000000	BinWidth (탎): 1.000000	BinCount: 305	measured time (s): 3600.003000
* Bin NR >>  탎  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	3600.00	11	35
1	1.00	3600.00	22	60
2	2.00	3600.00	23	37
3	3.00	3600.00	19	37
4	4.00	3600.00	20	54
5	5.00	3600.00	21	26
6	6.00	3600.00	22	32
7	7.00	3600.00	28	34
8	8.00	3600.00	22	27
9	9.00	3600.00	20	39
10	10.00	3600.00	20	40
11	11.00	3600.00	27	62
12	12.00	3600.00	21	76
13	13.00	3600.00	15	70
14	14.00	3600.00	27	59
15	15.00	3600.00	25	63
16	16.00	3600.00	24	58
17	17.00	3600.00	23	49
18	18.00	3600.00	29	45
19	19.00	3600.00	22	46
20	20.00	3600.00	25	40
21	21.00	3600.00	17	53
22	22.00	3600.00	17	40
23	23.00	3600.00	19	42
24	24.00	3600.00	26	43
25	25.00	3600.00	14	41
26	26.00	3600.00	20	49
27	27.00	3600.00	14	51
28	28.00	3600.00	23	65
29	29.00	3600.00	18	87
30	30.00	3600.00	29	62
31	31.00	3600.00	26	70
32	32.00	3600.00	33	58
33	33.00	3600.00	25	74
34	34.00	3600.00	23	43
35	35.00	3600.00	27	42
36	36.00	3600.00	25	49
37	37.00	3600.00	23	41
38	38.00	3600.00	22	33
39	39.00	3600.00	17	47
40	40.00	3600.00	21	45
41	41.00	3600.00	23	55
42	42.00	3600.00	23	66
43	43.00	3600.00	19	63
44	44.00	3600.00	18	71
45	45.00	3600.00	26	60
46	46.00	3600.00	27	74
47	47.00	3600.00	13	60
48	48.00	3600.00	33	75
49	49.00	3600.00	24	53
50	50.00	3600.00	28	66
51	51.00	3600.00	29	41
52	52.00	3600.00	23	47
53	53.00	3600.00	29	54
54	54.00	3600.00	19	50
55	55.00	3600.00	18	40
56	56.00	3600.00	28	58
57	57.00	3600.00	23	56
58	58.00	3600.00	20	69
59	59.00	3600.00	23	73
60	60.00	3600.00	27	84
61	61.00	3600.00	23	86
62	62.00	3600.00	27	78
63	63.00	3600.00	27	75
64	64.00	3600.00	16	71
65	65.00	3600.00	17	69
66	66.00	3600.00	27	58
67	67.00	3600.00	25	44
68	68.00	3600.00	20	59
69	69.00	3600.00	20	37
70	70.00	3600.00	18	52
71	71.00	3600.00	19	41
72	72.00	3600.00	21	47
73	73.00	3600.00	20	51
74	74.00	3600.00	18	64
75	75.00	3600.00	20	61
76	76.00	3600.00	28	72
77	77.00	3600.00	19	67
78	78.00	3600.00	21	78
79	79.00	3600.00	19	67
80	80.00	3600.00	22	71
81	81.00	3600.00	28	52
82	82.00	3600.00	22	61
83	83.00	3600.00	25	55
84	84.00	3600.00	15	63
85	85.00	3600.00	20	35
86	86.00	3600.00	21	54
87	87.00	3600.00	13	58
88	88.00	3600.00	22	53
89	89.00	3600.00	19	56
90	90.00	3600.00	17	74
91	91.00	3600.00	15	75
92	92.00	3600.00	23	70
93	93.00	3600.00	15	66
94	94.00	3600.00	29	87
95	95.00	3600.00	20	79
96	96.00	3600.00	22	67
97	97.00	3600.00	13	49
98	98.00	3600.00	29	44
99	99.00	3600.00	28	43
100	100.00	3600.00	17	52
101	101.00	3600.00	16	44
102	102.00	3600.00	22	49
103	103.00	3600.00	17	51
104	104.00	3600.00	19	57
105	105.00	3600.00	14	49
106	106.00	3600.00	18	83
