# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-2.010498 60.0 4019 12804 375059 9867 3782940242 16823 0.000000 0.000000
-1.801758 60.0 3553 15615 371892 8256 3782940308 19168 0.000000 0.000000
-1.604004 60.0 2422 20539 372997 5313 3782940375 22961 0.000000 0.000000
-1.406250 60.0 1268 24964 373871 2534 3782940441 26232 0.000000 0.000000
-1.208496 60.0 795 26682 374179 1492 3782940507 27477 0.000000 0.000000
-0.999756 60.0 783 25998 372202 2157 3782940573 26781 0.000000 0.000000
-0.802002 60.0 1499 22912 374010 4061 3782940639 24411 0.000000 0.000000
-0.604248 60.0 2478 18379 375445 6979 3782940706 20857 0.000000 0.000000
-0.395508 60.0 3662 13872 373242 9476 3782940772 17534 0.000000 0.000000
-0.208740 60.0 4052 12261 371032 10542 3782940839 16313 0.000000 0.000000
0.000000 60.0 4049 12955 371519 10143 3782940905 17004 0.000000 0.000000
0.186768 60.0 3449 15853 371122 8306 3782940971 19302 0.000000 0.000000
0.384522 60.0 2502 20160 376614 5473 3782941037 22662 0.000000 0.000000
0.593262 60.0 1432 24245 372998 2910 3782941104 25677 0.000000 0.000000
0.802002 60.0 845 26663 374177 1655 3782941170 27508 0.000000 0.000000
0.999756 60.0 751 26550 375043 1844 3782941236 27301 0.000000 0.000000
1.186523 60.0 1391 23353 375326 3702 3782941302 24744 0.000000 0.000000
1.395264 60.0 2361 19035 375857 6599 3782941369 21396 0.000000 0.000000
1.604004 60.0 3385 14914 373566 9040 3782941435 18299 0.000000 0.000000
1.801758 60.0 4037 12486 373370 10500 3782941501 16523 0.000000 0.000000
1.988525 60.0 4143 12608 372525 10220 3782941567 16751 0.000000 0.000000
