# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 1171 5120 707360 7951 3764062219 6291 0.0000000 0.0000000 110.3247070
5.0000000 60.0 1642 5164 702790 7743 3764062286 6806 0.0000000 0.0000000 110.3247070
10.0000000 60.0 1657 5231 707601 7804 3764062354 6888 0.0000000 0.0000000 110.3247070
15.0000000 60.0 1429 5195 707806 7847 3764062422 6624 0.0000000 0.0000000 110.3247070
20.0000000 60.0 998 5246 707877 7888 3764062489 6244 0.0000000 0.0000000 110.3247070
25.0000000 60.0 507 5259 703333 7909 3764062557 5766 0.0000000 0.0000000 110.3247070
30.0000000 60.0 150 5221 701933 7844 3764062625 5371 0.0000000 0.0000000 110.3247070
35.0000000 60.0 101 5230 700730 7799 3764062693 5331 0.0000000 0.0000000 110.3247070
40.0000000 60.0 378 5094 690205 7820 3764062761 5472 0.0000000 0.0000000 110.3247070
45.0000000 60.0 897 5071 684926 7987 3764062828 5968 0.0000000 0.0000000 110.3247070
50.0000000 60.0 1345 5297 699206 7879 3764062896 6642 0.0000000 0.0000000 110.3247070
55.0000000 60.0 1559 5094 700463 7993 3764062964 6653 0.0000000 0.0000000 110.3247070
60.0000000 60.0 1575 5032 623507 7770 3764063031 6607 0.0000000 0.0000000 110.3247070
65.0000000 60.0 1239 5086 626289 8032 3764063099 6325 0.0000000 0.0000000 110.3247070
70.0000000 60.0 708 5134 626367 7768 3764063167 5842 0.0000000 0.0000000 110.3247070
75.0000000 60.0 323 5203 626193 7909 3764063235 5526 0.0000000 0.0000000 110.3247070
80.0000000 60.0 119 5197 665003 7675 3764063302 5316 0.0000000 0.0000000 110.3247070
85.0000000 60.0 244 5242 658156 7934 3764063370 5486 0.0000000 0.0000000 110.3247070
90.0000000 60.0 662 5383 663979 7858 3764063438 6045 0.0000000 0.0000000 110.3247070
95.0000000 60.0 1147 5228 659798 7769 3764063505 6375 0.0000000 0.0000000 110.3247070
