# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 644 7561 657924 8021 3764050420 8205 0.0000000 0.0000000 109.9497070
5.0000000 60.0 735 7390 672786 7858 3764050488 8125 0.0000000 0.0000000 109.9497070
10.0000000 60.0 649 7477 641030 8101 3764050556 8126 0.0000000 0.0000000 109.9497070
15.0000000 60.0 559 7449 638445 7855 3764050624 8008 0.0000000 0.0000000 109.9497070
20.0000000 60.0 374 7471 694639 7798 3764050692 7845 0.0000000 0.0000000 109.9497070
25.0000000 60.0 159 7555 718503 7882 3764050760 7714 0.0000000 0.0000000 109.9497070
30.0000000 60.0 61 7506 712418 7823 3764050828 7567 0.0000000 0.0000000 109.9497070
35.0000000 60.0 96 7370 709888 7988 3764050895 7466 0.0000000 0.0000000 109.9497070
40.0000000 60.0 255 7271 714628 7939 3764050963 7526 0.0000000 0.0000000 109.9497070
45.0000000 60.0 434 7743 713958 8098 3764051031 8177 0.0000000 0.0000000 109.9497070
50.0000000 60.0 613 7465 714724 7936 3764051099 8078 0.0000000 0.0000000 109.9497070
55.0000000 60.0 702 7477 716700 7870 3764051166 8179 0.0000000 0.0000000 109.9497070
60.0000000 60.0 652 7440 712969 7868 3764051234 8092 0.0000000 0.0000000 109.9497070
65.0000000 60.0 462 7643 714597 7899 3764051302 8105 0.0000000 0.0000000 109.9497070
70.0000000 60.0 281 7567 710949 7918 3764051370 7848 0.0000000 0.0000000 109.9497070
75.0000000 60.0 97 7716 713713 7972 3764051438 7813 0.0000000 0.0000000 109.9497070
80.0000000 60.0 85 7488 710055 7975 3764051505 7573 0.0000000 0.0000000 109.9497070
85.0000000 60.0 171 7617 712382 7755 3764051573 7788 0.0000000 0.0000000 109.9497070
90.0000000 60.0 328 7652 712167 7989 3764051641 7980 0.0000000 0.0000000 109.9497070
95.0000000 60.0 559 7535 715247 8025 3764051709 8094 0.0000000 0.0000000 109.9497070
