# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 1121 5591 621744 7846 3764043343 6712 0.0000000 0.0000000 109.7250980
5.0000000 60.0 1503 5563 616178 7890 3764043411 7066 0.0000000 0.0000000 109.7250980
10.0000000 60.0 1602 5629 614394 8054 3764043479 7231 0.0000000 0.0000000 109.7250980
15.0000000 60.0 1366 5628 621554 7938 3764043547 6994 0.0000000 0.0000000 109.7250980
20.0000000 60.0 980 5644 620572 7958 3764043614 6624 0.0000000 0.0000000 109.7250980
25.0000000 60.0 491 5692 616269 8020 3764043682 6183 0.0000000 0.0000000 109.7250980
30.0000000 60.0 166 5645 617896 7862 3764043750 5811 0.0000000 0.0000000 109.7250980
35.0000000 60.0 118 5757 623158 7955 3764043818 5875 0.0000000 0.0000000 109.7250980
40.0000000 60.0 364 5680 617018 8006 3764043885 6044 0.0000000 0.0000000 109.7250980
45.0000000 60.0 842 5783 618608 7914 3764043953 6625 0.0000000 0.0000000 109.7250980
50.0000000 60.0 1207 5619 619279 7851 3764044021 6826 0.0000000 0.0000000 109.7250980
55.0000000 60.0 1545 5622 621671 8011 3764044089 7167 0.0000000 0.0000000 109.7250980
60.0000000 60.0 1493 5669 622226 7897 3764044156 7162 0.0000000 0.0000000 109.7250980
65.0000000 60.0 1193 5734 618491 8005 3764044224 6927 0.0000000 0.0000000 109.7250980
70.0000000 60.0 775 5635 615890 7880 3764044292 6410 0.0000000 0.0000000 109.7250980
75.0000000 60.0 342 5656 617675 7965 3764044360 5998 0.0000000 0.0000000 109.7250980
80.0000000 60.0 118 5675 616134 8001 3764044427 5793 0.0000000 0.0000000 109.7250980
85.0000000 60.0 172 5651 618118 8024 3764044495 5823 0.0000000 0.0000000 109.7250980
90.0000000 60.0 548 5568 619485 8023 3764044563 6116 0.0000000 0.0000000 109.7250980
95.0000000 60.0 1029 5779 612199 7895 3764044631 6808 0.0000000 0.0000000 109.7250980
