# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H encod1 encod2
-2.010498 30.0 1076 15027 192513 2648 3782663371 16103 0.000000 0.000000
-1.790771 30.0 642 16872 192936 1420 3782663407 17514 0.000000 0.000000
-1.604004 30.0 527 17385 190231 961 3782663443 17912 0.000000 0.000000
-1.406250 30.0 834 16033 190654 1847 3782663480 16867 0.000000 0.000000
-1.197510 30.0 1471 13428 190585 3454 3782663516 14899 0.000000 0.000000
-0.988769 30.0 2098 10313 190966 5500 3782663552 12411 0.000000 0.000000
-0.812988 30.0 2615 8174 190602 6798 3782663589 10789 0.000000 0.000000
-0.615234 30.0 2698 7134 189883 7361 3782663625 9832 0.000000 0.000000
-0.406494 30.0 2591 8093 190905 7073 3782663661 10684 0.000000 0.000000
-0.197754 30.0 1975 10640 190369 5373 3782663697 12615 0.000000 0.000000
-0.010986 30.0 1331 13770 188971 3384 3782663733 15101 0.000000 0.000000
0.197754 30.0 747 16156 189213 1754 3782663769 16903 0.000000 0.000000
0.395508 30.0 492 17482 189104 899 3782663806 17974 0.000000 0.000000
0.615234 30.0 729 16496 188756 1526 3782663842 17225 0.000000 0.000000
0.791016 30.0 1265 14359 189309 2865 3782663878 15624 0.000000 0.000000
1.010742 30.0 1909 11043 189964 4905 3782663914 12952 0.000000 0.000000
1.186523 30.0 2538 8649 190048 6585 3782663950 11187 0.000000 0.000000
1.395264 30.0 2723 7322 193004 7401 3782663987 10045 0.000000 0.000000
1.593018 30.0 2615 7744 192963 7016 3782664023 10359 0.000000 0.000000
1.790771 30.0 2182 9878 191228 5822 3782664059 12060 0.000000 0.000000
1.999512 30.0 1498 12875 190891 3702 3782664096 14373 0.000000 0.000000
