* begin:	24.06.2021 12:53:20
* script file:	D:\data\Cycle 190\exp_CRG-2887\rawdata\sc\TOF_single_RF1+2_weak_1h.cfg
*
* no cfg file, sc file created manually
* 0	1.1800000	90.0	5229	15443	664575	15295	3707380404	20672	0.0000000	0.0000000
* Date: 24.06.2021	Time: 13:53
* Pulsetime (탎):0.000003	Looptime (탎): 304.000000	BinWidth (탎): 1.000000	BinCount: 305	measured time (s): 3600.003000
* Bin NR >>  탎  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	3600.00	7	25
1	1.00	3600.00	20	51
2	2.00	3600.00	12	51
3	3.00	3600.00	12	53
4	4.00	3600.00	23	47
5	5.00	3600.00	19	45
6	6.00	3600.00	23	38
7	7.00	3600.00	18	49
8	8.00	3600.00	18	37
9	9.00	3600.00	23	39
10	10.00	3600.00	21	44
11	11.00	3600.00	23	48
12	12.00	3600.00	15	66
13	13.00	3600.00	18	63
14	14.00	3600.00	20	69
15	15.00	3600.00	20	74
16	16.00	3600.00	12	53
17	17.00	3600.00	16	42
18	18.00	3600.00	16	63
19	19.00	3600.00	8	50
20	20.00	3600.00	20	46
21	21.00	3600.00	23	47
22	22.00	3600.00	17	56
23	23.00	3600.00	19	38
24	24.00	3600.00	13	41
25	25.00	3600.00	28	45
26	26.00	3600.00	20	34
27	27.00	3600.00	15	34
28	28.00	3600.00	14	47
29	29.00	3600.00	18	31
30	30.00	3600.00	15	66
31	31.00	3600.00	13	56
32	32.00	3600.00	13	68
33	33.00	3600.00	10	72
34	34.00	3600.00	21	67
35	35.00	3600.00	11	59
36	36.00	3600.00	22	51
37	37.00	3600.00	15	44
38	38.00	3600.00	22	58
39	39.00	3600.00	15	46
40	40.00	3600.00	25	40
41	41.00	3600.00	15	42
42	42.00	3600.00	9	37
43	43.00	3600.00	16	49
44	44.00	3600.00	17	36
45	45.00	3600.00	24	41
46	46.00	3600.00	20	46
47	47.00	3600.00	20	30
48	48.00	3600.00	14	60
49	49.00	3600.00	15	72
50	50.00	3600.00	19	60
51	51.00	3600.00	14	62
52	52.00	3600.00	16	68
53	53.00	3600.00	14	70
54	54.00	3600.00	10	57
55	55.00	3600.00	21	65
56	56.00	3600.00	14	54
57	57.00	3600.00	12	39
58	58.00	3600.00	20	45
59	59.00	3600.00	17	49
60	60.00	3600.00	22	36
61	61.00	3600.00	20	26
62	62.00	3600.00	17	49
63	63.00	3600.00	17	36
64	64.00	3600.00	21	55
65	65.00	3600.00	20	51
66	66.00	3600.00	18	72
67	67.00	3600.00	15	45
68	68.00	3600.00	15	70
69	69.00	3600.00	17	61
70	70.00	3600.00	22	63
71	71.00	3600.00	13	67
72	72.00	3600.00	18	68
73	73.00	3600.00	13	61
74	74.00	3600.00	18	43
75	75.00	3600.00	11	39
76	76.00	3600.00	22	41
77	77.00	3600.00	19	39
78	78.00	3600.00	15	50
79	79.00	3600.00	18	41
80	80.00	3600.00	19	42
81	81.00	3600.00	24	28
82	82.00	3600.00	16	33
83	83.00	3600.00	15	54
84	84.00	3600.00	11	57
85	85.00	3600.00	16	57
86	86.00	3600.00	33	66
87	87.00	3600.00	15	57
88	88.00	3600.00	17	62
89	89.00	3600.00	14	62
90	90.00	3600.00	21	52
91	91.00	3600.00	20	61
92	92.00	3600.00	18	48
93	93.00	3600.00	23	41
94	94.00	3600.00	16	39
95	95.00	3600.00	22	43
96	96.00	3600.00	18	40
97	97.00	3600.00	15	30
98	98.00	3600.00	17	33
99	99.00	3600.00	18	35
100	100.00	3600.00	17	43
101	101.00	3600.00	20	41
102	102.00	3600.00	20	57
103	103.00	3600.00	16	53
104	104.00	3600.00	13	63
105	105.00	3600.00	20	56
106	106.00	3600.00	20	64
