* begin:	11.06.2021 14:05:07
* script file:	D:\data\Cycle 190\exp_CRG-2887\rawdata\sc\TOF_PS_RF1_pi2_1h_cont.cfg
*
* no cfg file, sc file created manually
* 0	43.1000977	10.0	7637	2570	55003	20620	3706261511	10207	0.0000000	0.0000000
* Date: 11.06.2021	Time: 15:05
* Pulsetime (탎):0.000003	Looptime (탎): 304.000000	BinWidth (탎): 1.000000	BinCount: 305	measured time (s): 3600.017000
* Bin NR >>  탎  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	3600.02	12	37
1	1.00	3600.02	27	87
2	2.00	3600.02	29	56
3	3.00	3600.02	19	50
4	4.00	3600.02	32	42
5	5.00	3600.02	24	26
6	6.00	3600.02	23	28
7	7.00	3600.02	20	35
8	8.00	3600.02	19	44
9	9.00	3600.02	23	51
10	10.00	3600.02	30	58
11	11.00	3600.02	28	65
12	12.00	3600.02	27	74
13	13.00	3600.02	41	86
14	14.00	3600.02	43	71
15	15.00	3600.02	23	78
16	16.00	3600.02	24	66
17	17.00	3600.02	20	54
18	18.00	3600.02	27	51
19	19.00	3600.02	36	44
20	20.00	3600.02	22	40
21	21.00	3600.02	20	31
22	22.00	3600.02	26	41
23	23.00	3600.02	20	52
24	24.00	3600.02	23	52
25	25.00	3600.02	28	59
26	26.00	3600.02	22	64
27	27.00	3600.02	24	79
28	28.00	3600.02	36	95
29	29.00	3600.02	27	83
30	30.00	3600.02	29	76
31	31.00	3600.02	20	90
32	32.00	3600.02	26	67
33	33.00	3600.02	32	67
34	34.00	3600.02	37	47
35	35.00	3600.02	20	35
36	36.00	3600.02	21	40
37	37.00	3600.02	30	37
38	38.00	3600.02	24	52
39	39.00	3600.02	19	31
40	40.00	3600.02	28	49
41	41.00	3600.02	30	67
42	42.00	3600.02	28	81
43	43.00	3600.02	25	82
44	44.00	3600.02	30	77
45	45.00	3600.02	26	92
46	46.00	3600.02	28	90
47	47.00	3600.02	24	77
48	48.00	3600.02	29	79
49	49.00	3600.02	20	63
50	50.00	3600.02	16	74
51	51.00	3600.02	16	46
52	52.00	3600.02	29	46
53	53.00	3600.02	19	35
54	54.00	3600.02	26	43
55	55.00	3600.02	28	37
56	56.00	3600.02	20	72
57	57.00	3600.02	22	80
58	58.00	3600.02	28	77
59	59.00	3600.02	32	79
60	60.00	3600.02	23	75
61	61.00	3600.02	30	94
62	62.00	3600.02	24	87
63	63.00	3600.02	26	69
64	64.00	3600.02	26	70
65	65.00	3600.02	37	57
66	66.00	3600.02	26	71
67	67.00	3600.02	20	40
68	68.00	3600.02	23	48
69	69.00	3600.02	31	32
70	70.00	3600.02	27	54
71	71.00	3600.02	33	51
72	72.00	3600.02	23	59
73	73.00	3600.02	28	64
74	74.00	3600.02	22	94
75	75.00	3600.02	19	88
76	76.00	3600.02	29	95
77	77.00	3600.02	27	93
78	78.00	3600.02	36	89
79	79.00	3600.02	26	101
80	80.00	3600.02	32	70
81	81.00	3600.02	20	63
82	82.00	3600.02	25	70
83	83.00	3600.02	23	41
84	84.00	3600.02	18	36
85	85.00	3600.02	15	41
86	86.00	3600.02	26	46
87	87.00	3600.02	20	55
88	88.00	3600.02	18	69
89	89.00	3600.02	22	71
90	90.00	3600.02	25	94
91	91.00	3600.02	26	70
92	92.00	3600.02	22	80
93	93.00	3600.02	29	87
94	94.00	3600.02	20	97
95	95.00	3600.02	15	91
96	96.00	3600.02	27	64
97	97.00	3600.02	28	76
98	98.00	3600.02	23	55
99	99.00	3600.02	20	42
100	100.00	3600.02	27	43
101	101.00	3600.02	16	40
102	102.00	3600.02	18	44
103	103.00	3600.02	19	48
104	104.00	3600.02	24	65
105	105.00	3600.02	17	88
106	106.00	3600.02	26	83
