* begin:	27/08/2023 22:41:28
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_vs_chi_A1.cfg
*
* no cfg file, sc file created manually
* 0	2.9882812	20.0	22037	4273	119520	70677	3776014892	96987	0.0000000	0.0000000
* Date: 27/08/2023	Time: 23:01
* Pulsetime (탎):0.000003	Looptime (탎): 301.000000	BinWidth (탎): 3.000000	BinCount: 101	measured time (s): 1200.010000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	1200.01	117	443
1	3.00	1200.01	250	909
2	6.00	1200.01	282	929
3	9.00	1200.01	282	927
4	12.00	1200.01	282	949
5	15.00	1200.01	291	964
6	18.00	1200.01	313	961
7	21.00	1200.01	264	927
8	24.00	1200.01	303	985
9	27.00	1200.01	322	944
10	30.00	1200.01	318	904
11	33.00	1200.01	271	930
12	36.00	1200.01	245	870
13	39.00	1200.01	263	774
14	42.00	1200.01	238	759
15	45.00	1200.01	210	663
16	48.00	1200.01	183	649
17	51.00	1200.01	185	558
18	54.00	1200.01	186	473
19	57.00	1200.01	157	438
20	60.00	1200.01	177	396
21	63.00	1200.01	142	366
22	66.00	1200.01	135	351
23	69.00	1200.01	132	340
24	72.00	1200.01	148	385
25	75.00	1200.01	132	400
26	78.00	1200.01	132	448
27	81.00	1200.01	140	486
28	84.00	1200.01	155	615
29	87.00	1200.01	165	605
30	90.00	1200.01	226	645
31	93.00	1200.01	198	801
32	96.00	1200.01	262	830
33	99.00	1200.01	259	883
34	102.00	1200.01	266	880
35	105.00	1200.01	289	931
36	108.00	1200.01	251	955
37	111.00	1200.01	291	930
38	114.00	1200.01	267	971
39	117.00	1200.01	298	933
40	120.00	1200.01	298	1018
41	123.00	1200.01	303	911
42	126.00	1200.01	306	948
43	129.00	1200.01	301	953
44	132.00	1200.01	295	915
45	135.00	1200.01	259	900
46	138.00	1200.01	245	832
47	141.00	1200.01	249	766
48	144.00	1200.01	252	674
49	147.00	1200.01	250	611
50	150.00	1200.01	195	590
51	153.00	1200.01	190	498
52	156.00	1200.01	183	416
53	159.00	1200.01	169	406
54	162.00	1200.01	133	359
55	165.00	1200.01	140	384
56	168.00	1200.01	129	385
57	171.00	1200.01	114	377
58	174.00	1200.01	124	412
59	177.00	1200.01	116	480
60	180.00	1200.01	141	451
61	183.00	1200.01	177	513
62	186.00	1200.01	176	639
63	189.00	1200.01	178	643
64	192.00	1200.01	209	735
65	195.00	1200.01	210	798
66	198.00	1200.01	208	851
67	201.00	1200.01	246	841
68	204.00	1200.01	277	904
69	207.00	1200.01	249	932
70	210.00	1200.01	293	986
71	213.00	1200.01	307	953
72	216.00	1200.01	318	968
73	219.00	1200.01	294	921
74	222.00	1200.01	345	964
75	225.00	1200.01	317	978
76	228.00	1200.01	275	1003
77	231.00	1200.01	315	951
78	234.00	1200.01	269	903
79	237.00	1200.01	257	874
80	240.00	1200.01	280	736
81	243.00	1200.01	232	787
82	246.00	1200.01	212	685
83	249.00	1200.01	181	629
84	252.00	1200.01	187	545
85	255.00	1200.01	181	498
86	258.00	1200.01	147	405
87	261.00	1200.01	141	403
88	264.00	1200.01	153	392
89	267.00	1200.01	124	391
90	270.00	1200.01	125	374
91	273.00	1200.01	129	410
92	276.00	1200.01	139	404
93	279.00	1200.01	122	430
94	282.00	1200.01	145	550
95	285.00	1200.01	184	556
96	288.00	1200.01	173	668
97	291.00	1200.01	185	676
98	294.00	1200.01	196	770
99	297.00	1200.01	224	833
100	300.00	1200.01	238	785
* end: 27/08/2023 23:01:33
