# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 141 5802 588245 7989 3764529941 5943 0.0000000 0.0000000 109.2001950 12.5937500
-1.5000000 60.0 316 5722 579442 7919 3764530005 6038 0.0000000 0.0000000 109.2001950 12.5937500
-1.2500000 60.0 914 5566 656676 7924 3764530069 6480 0.0000000 0.0000000 109.2001950 12.5937500
-1.0000000 60.0 1825 5683 662614 7900 3764530134 7508 0.0000000 0.0000000 109.2001950 12.5937500
-0.7500000 60.0 2477 5718 691541 7788 3764530198 8195 0.0000000 0.0000000 109.2001950 12.5937500
-0.5000000 60.0 2666 5497 661581 7870 3764530262 8163 0.0000000 0.0000000 109.2001950 12.5937500
-0.2500000 60.0 2121 5644 631905 8121 3764530326 7765 0.0000000 0.0000000 109.2001950 12.5937500
0.0000000 60.0 1340 5616 721727 7898 3764530390 6956 0.0000000 0.0000000 109.2001950 12.5937500
0.2500000 60.0 535 5606 698375 7848 3764530455 6141 0.0000000 0.0000000 109.2001950 12.5937500
0.5000000 60.0 117 5797 652459 8002 3764530519 5914 0.0000000 0.0000000 109.2001950 12.5937500
0.7500000 60.0 291 5634 622286 8146 3764530583 5925 0.0000000 0.0000000 109.2001950 12.5937500
1.0000000 60.0 997 5491 619437 7883 3764530647 6488 0.0000000 0.0000000 109.2001950 12.5937500
1.2500000 60.0 1856 5644 625287 7888 3764530711 7500 0.0000000 0.0000000 109.2001950 12.5937500
1.5000000 60.0 2529 5689 624186 7996 3764530776 8218 0.0000000 0.0000000 109.2001950 12.5937500
1.7500000 60.0 2477 5624 625930 7814 3764530840 8101 0.0000000 0.0000000 109.2001950 12.5937500
