# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 90 9640 614477 8017 3764544064 9730 0.0000000 0.0000000 109.6503910 11.9937500
-1.5000000 60.0 72 9678 619082 7794 3764544129 9750 0.0000000 0.0000000 109.6503910 11.9937500
-1.2500000 60.0 289 9732 648339 7933 3764544193 10021 0.0000000 0.0000000 109.6503910 11.9937500
-1.0000000 60.0 593 9817 730964 7794 3764544257 10410 0.0000000 0.0000000 109.6503910 11.9937500
-0.7500000 60.0 894 9483 674011 7605 3764544321 10377 0.0000000 0.0000000 109.6503910 11.9937500
-0.5000000 60.0 845 9717 679618 7879 3764544386 10562 0.0000000 0.0000000 109.6503910 11.9937500
-0.2500000 60.0 790 9955 612822 8008 3764544450 10745 0.0000000 0.0000000 109.6503910 11.9937500
0.0000000 60.0 580 9758 658690 8073 3764544514 10338 0.0000000 0.0000000 109.6503910 11.9937500
0.2500000 60.0 256 9803 690717 7867 3764544578 10059 0.0000000 0.0000000 109.6503910 11.9937500
0.5000000 60.0 84 9657 710246 7827 3764544643 9741 0.0000000 0.0000000 109.6503910 11.9937500
0.7500000 60.0 79 9867 715299 7886 3764544707 9946 0.0000000 0.0000000 109.6503910 11.9937500
1.0000000 60.0 239 9665 722593 7938 3764544771 9904 0.0000000 0.0000000 109.6503910 11.9937500
1.2500000 60.0 595 9696 659312 7894 3764544835 10291 0.0000000 0.0000000 109.6503910 11.9937500
1.5000000 60.0 895 9709 642824 8028 3764544899 10604 0.0000000 0.0000000 109.6503910 11.9937500
1.7500000 60.0 924 9738 704618 7839 3764544964 10662 0.0000000 0.0000000 109.6503910 11.9937500
