# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 125 7719 691421 7869 3764522881 7844 0.0000000 0.0000000 108.9746090 12.7281250
-1.5000000 60.0 125 7714 676453 7826 3764522945 7839 0.0000000 0.0000000 108.9746090 12.7281250
-1.2500000 60.0 462 7932 663353 7789 3764523009 8394 0.0000000 0.0000000 108.9746090 12.7281250
-1.0000000 60.0 1042 7760 671841 7910 3764523073 8802 0.0000000 0.0000000 108.9746090 12.7281250
-0.7500000 60.0 1419 7950 674208 7812 3764523138 9369 0.0000000 0.0000000 108.9746090 12.7281250
-0.5000000 60.0 1640 7865 672047 7902 3764523202 9505 0.0000000 0.0000000 108.9746090 12.7281250
-0.2500000 60.0 1479 8066 710069 7902 3764523266 9545 0.0000000 0.0000000 108.9746090 12.7281250
0.0000000 60.0 986 7897 680686 7745 3764523330 8883 0.0000000 0.0000000 108.9746090 12.7281250
0.2500000 60.0 463 7829 669848 7928 3764523394 8292 0.0000000 0.0000000 108.9746090 12.7281250
0.5000000 60.0 116 7575 660264 7863 3764523459 7691 0.0000000 0.0000000 108.9746090 12.7281250
0.7500000 60.0 144 7597 714071 7941 3764523523 7741 0.0000000 0.0000000 108.9746090 12.7281250
1.0000000 60.0 526 7686 654272 8078 3764523587 8212 0.0000000 0.0000000 108.9746090 12.7281250
1.2500000 60.0 1071 7695 629051 7984 3764523651 8766 0.0000000 0.0000000 108.9746090 12.7281250
1.5000000 60.0 1540 7595 647748 7937 3764523715 9135 0.0000000 0.0000000 108.9746090 12.7281250
1.7500000 60.0 1725 7571 632567 7910 3764523780 9296 0.0000000 0.0000000 108.9746090 12.7281250
