# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 131 5697 628631 7939 3764504062 5828 0.0000000 0.0000000 108.3750000 12.9468750
-1.5000000 60.0 269 5835 625713 7941 3764504126 6104 0.0000000 0.0000000 108.3750000 12.9468750
-1.2500000 60.0 807 5816 625953 7783 3764504190 6623 0.0000000 0.0000000 108.3750000 12.9468750
-1.0000000 60.0 1667 5763 627186 7822 3764504254 7430 0.0000000 0.0000000 108.3750000 12.9468750
-0.7500000 60.0 2276 5661 628494 7902 3764504319 7937 0.0000000 0.0000000 108.3750000 12.9468750
-0.5000000 60.0 2425 5693 628149 7869 3764504383 8118 0.0000000 0.0000000 108.3750000 12.9468750
-0.2500000 60.0 2087 5641 629726 7902 3764504447 7728 0.0000000 0.0000000 108.3750000 12.9468750
0.0000000 60.0 1241 5623 624752 7982 3764504511 6864 0.0000000 0.0000000 108.3750000 12.9468750
0.2500000 60.0 559 5584 626372 7708 3764504575 6143 0.0000000 0.0000000 108.3750000 12.9468750
0.5000000 60.0 123 5670 628675 7997 3764504639 5793 0.0000000 0.0000000 108.3750000 12.9468750
0.7500000 60.0 294 5595 627040 7928 3764504704 5889 0.0000000 0.0000000 108.3750000 12.9468750
1.0000000 60.0 895 5739 630399 7891 3764504768 6634 0.0000000 0.0000000 108.3750000 12.9468750
1.2500000 60.0 1809 5649 628918 7945 3764504832 7458 0.0000000 0.0000000 108.3750000 12.9468750
1.5000000 60.0 2392 5626 627099 7891 3764504896 8018 0.0000000 0.0000000 108.3750000 12.9468750
1.7500000 60.0 2531 5610 628130 7961 3764504960 8141 0.0000000 0.0000000 108.3750000 12.9468750
