# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 30.0 208 3893 348173 3972 3763749840 4101 0.0000000 0.0000000 108.9746090
5.0000000 30.0 319 3869 350275 4049 3763749878 4188 0.0000000 0.0000000 108.9746090
10.0000000 30.0 357 3969 345103 3996 3763749915 4326 0.0000000 0.0000000 108.9746090
15.0000000 30.0 336 3888 335500 4022 3763749953 4224 0.0000000 0.0000000 108.9746090
20.0000000 30.0 325 3777 334976 3949 3763749990 4102 0.0000000 0.0000000 108.9746090
25.0000000 30.0 203 3928 328583 3939 3763750028 4131 0.0000000 0.0000000 108.9746090
30.0000000 30.0 111 3847 305382 3968 3763750066 3958 0.0000000 0.0000000 108.9746090
35.0000000 30.0 62 3866 304703 4055 3763750104 3928 0.0000000 0.0000000 108.9746090
40.0000000 30.0 75 3869 305061 4024 3763750141 3944 0.0000000 0.0000000 108.9746090
45.0000000 30.0 138 3808 307088 4024 3763750179 3946 0.0000000 0.0000000 108.9746090
50.0000000 30.0 269 3901 318492 3825 3763750216 4170 0.0000000 0.0000000 108.9746090
55.0000000 30.0 341 3839 330112 3957 3763750254 4180 0.0000000 0.0000000 108.9746090
60.0000000 30.0 383 3878 332332 3946 3763750292 4261 0.0000000 0.0000000 108.9746090
65.0000000 30.0 380 3829 320075 3881 3763750329 4209 0.0000000 0.0000000 108.9746090
70.0000000 30.0 231 3855 319291 3945 3763750367 4086 0.0000000 0.0000000 108.9746090
75.0000000 30.0 157 3824 309364 4084 3763750404 3981 0.0000000 0.0000000 108.9746090
80.0000000 30.0 66 3908 308801 4008 3763750442 3974 0.0000000 0.0000000 108.9746090
85.0000000 30.0 37 3913 305700 3920 3763750480 3950 0.0000000 0.0000000 108.9746090
90.0000000 30.0 98 3875 301739 4049 3763750518 3973 0.0000000 0.0000000 108.9746090
95.0000000 30.0 215 3703 304806 4011 3763750555 3918 0.0000000 0.0000000 108.9746090
