# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 30.0 307 2600 340780 4063 3763754503 2907 0.0000000 0.0000000 109.4252930
5.0000000 30.0 581 2573 314427 3864 3763754541 3154 0.0000000 0.0000000 109.4252930
10.0000000 30.0 824 2590 308541 3999 3763754578 3414 0.0000000 0.0000000 109.4252930
15.0000000 30.0 910 2651 306973 3942 3763754616 3561 0.0000000 0.0000000 109.4252930
20.0000000 30.0 842 2540 313655 3968 3763754654 3382 0.0000000 0.0000000 109.4252930
25.0000000 30.0 635 2617 315617 4120 3763754691 3252 0.0000000 0.0000000 109.4252930
30.0000000 30.0 364 2586 334645 3980 3763754729 2950 0.0000000 0.0000000 109.4252930
35.0000000 30.0 159 2640 343011 3978 3763754767 2799 0.0000000 0.0000000 109.4252930
40.0000000 30.0 56 2621 312885 3988 3763754804 2677 0.0000000 0.0000000 109.4252930
45.0000000 30.0 166 2664 316614 3956 3763754842 2830 0.0000000 0.0000000 109.4252930
50.0000000 30.0 373 2721 315967 3944 3763754880 3094 0.0000000 0.0000000 109.4252930
55.0000000 30.0 619 2669 332830 3910 3763754917 3288 0.0000000 0.0000000 109.4252930
60.0000000 30.0 828 2648 331091 3982 3763754955 3476 0.0000000 0.0000000 109.4252930
65.0000000 30.0 910 2687 334476 3951 3763754993 3597 0.0000000 0.0000000 109.4252930
70.0000000 30.0 766 2614 338446 3962 3763755030 3380 0.0000000 0.0000000 109.4252930
75.0000000 30.0 495 2518 323071 4023 3763755068 3013 0.0000000 0.0000000 109.4252930
80.0000000 30.0 230 2608 310299 3975 3763755105 2838 0.0000000 0.0000000 109.4252930
85.0000000 30.0 71 2647 309930 3992 3763755143 2718 0.0000000 0.0000000 109.4252930
90.0000000 30.0 97 2640 305802 3962 3763755181 2737 0.0000000 0.0000000 109.4252930
95.0000000 30.0 276 2573 307945 4008 3763755218 2849 0.0000000 0.0000000 109.4252930
