# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 30.0 259 3031 334778 3882 3763748287 3290 0.0000000 0.0000000 108.8251950
5.0000000 30.0 432 3291 335134 4123 3763748324 3723 0.0000000 0.0000000 108.8251950
10.0000000 30.0 601 3342 327151 3994 3763748362 3943 0.0000000 0.0000000 108.8251950
15.0000000 30.0 687 3199 327416 3968 3763748400 3886 0.0000000 0.0000000 108.8251950
20.0000000 30.0 566 3198 308281 3995 3763748437 3764 0.0000000 0.0000000 108.8251950
25.0000000 30.0 429 3127 307707 4066 3763748475 3556 0.0000000 0.0000000 108.8251950
30.0000000 30.0 220 3231 302993 4041 3763748512 3451 0.0000000 0.0000000 108.8251950
35.0000000 30.0 108 3308 303244 4130 3763748550 3416 0.0000000 0.0000000 108.8251950
40.0000000 30.0 58 3261 306607 3961 3763748587 3319 0.0000000 0.0000000 108.8251950
45.0000000 30.0 136 3217 311120 4015 3763748625 3353 0.0000000 0.0000000 108.8251950
50.0000000 30.0 324 3313 312107 3828 3763748662 3637 0.0000000 0.0000000 108.8251950
55.0000000 30.0 468 3131 307873 3880 3763748700 3599 0.0000000 0.0000000 108.8251950
60.0000000 30.0 612 3340 307176 3932 3763748738 3952 0.0000000 0.0000000 108.8251950
65.0000000 30.0 659 3121 307198 4040 3763748775 3780 0.0000000 0.0000000 108.8251950
70.0000000 30.0 544 3097 307921 3993 3763748813 3641 0.0000000 0.0000000 108.8251950
75.0000000 30.0 348 3240 310389 4052 3763748850 3588 0.0000000 0.0000000 108.8251950
80.0000000 30.0 177 3139 318120 3863 3763748888 3316 0.0000000 0.0000000 108.8251950
85.0000000 30.0 74 3178 318908 4052 3763748926 3252 0.0000000 0.0000000 108.8251950
90.0000000 30.0 86 3159 319102 3985 3763748963 3245 0.0000000 0.0000000 108.8251950
95.0000000 30.0 231 3235 314155 4008 3763749001 3466 0.0000000 0.0000000 108.8251950
