# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 30.0 203 3792 325692 3922 3763759166 3995 0.0000000 0.0000000 109.8750000
5.0000000 30.0 284 3890 318631 4013 3763759204 4174 0.0000000 0.0000000 109.8750000
10.0000000 30.0 363 3969 320133 3969 3763759242 4332 0.0000000 0.0000000 109.8750000
15.0000000 30.0 346 3925 322470 3940 3763759279 4271 0.0000000 0.0000000 109.8750000
20.0000000 30.0 293 3889 318581 3940 3763759317 4182 0.0000000 0.0000000 109.8750000
25.0000000 30.0 192 3758 321144 3993 3763759354 3950 0.0000000 0.0000000 109.8750000
30.0000000 30.0 110 3828 319086 4009 3763759392 3938 0.0000000 0.0000000 109.8750000
35.0000000 30.0 78 3894 317084 3976 3763759430 3972 0.0000000 0.0000000 109.8750000
40.0000000 30.0 64 3847 316222 3956 3763759467 3911 0.0000000 0.0000000 109.8750000
45.0000000 30.0 125 3915 317966 3847 3763759505 4040 0.0000000 0.0000000 109.8750000
50.0000000 30.0 246 3922 336279 4024 3763759543 4168 0.0000000 0.0000000 109.8750000
55.0000000 30.0 316 3855 342148 4139 3763759580 4171 0.0000000 0.0000000 109.8750000
60.0000000 30.0 385 3880 337684 3845 3763759618 4265 0.0000000 0.0000000 109.8750000
65.0000000 30.0 328 3875 334387 3994 3763759656 4203 0.0000000 0.0000000 109.8750000
70.0000000 30.0 249 3875 332307 4162 3763759693 4124 0.0000000 0.0000000 109.8750000
75.0000000 30.0 126 3938 328689 3949 3763759731 4064 0.0000000 0.0000000 109.8750000
80.0000000 30.0 73 3934 330282 3872 3763759768 4007 0.0000000 0.0000000 109.8750000
85.0000000 30.0 52 3850 332012 4093 3763759806 3902 0.0000000 0.0000000 109.8750000
90.0000000 30.0 104 3856 334720 3895 3763759843 3960 0.0000000 0.0000000 109.8750000
95.0000000 30.0 183 3795 331206 4003 3763759881 3978 0.0000000 0.0000000 109.8750000
