# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 30.0 219 3962 318504 4095 3763750617 4181 0.0000000 0.0000000 109.0502930
5.0000000 30.0 276 3998 317090 4139 3763750655 4274 0.0000000 0.0000000 109.0502930
10.0000000 30.0 333 3955 309325 4013 3763750692 4288 0.0000000 0.0000000 109.0502930
15.0000000 30.0 362 3994 308697 3955 3763750730 4356 0.0000000 0.0000000 109.0502930
20.0000000 30.0 271 3958 307873 3994 3763750767 4229 0.0000000 0.0000000 109.0502930
25.0000000 30.0 159 4022 307853 3907 3763750805 4181 0.0000000 0.0000000 109.0502930
30.0000000 30.0 97 3942 309616 3956 3763750843 4039 0.0000000 0.0000000 109.0502930
35.0000000 30.0 58 3905 305713 4006 3763750880 3963 0.0000000 0.0000000 109.0502930
40.0000000 30.0 66 3894 305021 3951 3763750918 3960 0.0000000 0.0000000 109.0502930
45.0000000 30.0 152 3969 307704 3997 3763750956 4121 0.0000000 0.0000000 109.0502930
50.0000000 30.0 256 4015 305733 4052 3763750993 4271 0.0000000 0.0000000 109.0502930
55.0000000 30.0 283 3963 316238 3888 3763751031 4246 0.0000000 0.0000000 109.0502930
60.0000000 30.0 343 4135 320242 3965 3763751069 4478 0.0000000 0.0000000 109.0502930
65.0000000 30.0 311 4038 321018 3927 3763751106 4349 0.0000000 0.0000000 109.0502930
70.0000000 30.0 240 3905 322444 4070 3763751144 4145 0.0000000 0.0000000 109.0502930
75.0000000 30.0 140 4034 330286 4011 3763751181 4174 0.0000000 0.0000000 109.0502930
80.0000000 30.0 84 4113 340138 3874 3763751219 4197 0.0000000 0.0000000 109.0502930
85.0000000 30.0 59 3899 337170 4009 3763751257 3958 0.0000000 0.0000000 109.0502930
90.0000000 30.0 104 4017 333156 4026 3763751294 4121 0.0000000 0.0000000 109.0502930
95.0000000 30.0 195 3944 331679 3950 3763751332 4139 0.0000000 0.0000000 109.0502930
