# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 30.0 268 2962 304688 3958 3763747510 3230 0.0000000 0.0000000 108.7500000
5.0000000 30.0 494 2867 310420 4019 3763747547 3361 0.0000000 0.0000000 108.7500000
10.0000000 30.0 702 2955 312248 4076 3763747585 3657 0.0000000 0.0000000 108.7500000
15.0000000 30.0 797 2905 307371 3951 3763747623 3702 0.0000000 0.0000000 108.7500000
20.0000000 30.0 764 2773 301865 3998 3763747660 3537 0.0000000 0.0000000 108.7500000
25.0000000 30.0 552 2868 301143 4021 3763747698 3420 0.0000000 0.0000000 108.7500000
30.0000000 30.0 277 2932 343616 4085 3763747735 3209 0.0000000 0.0000000 108.7500000
35.0000000 30.0 98 2770 349297 3902 3763747773 2868 0.0000000 0.0000000 108.7500000
40.0000000 30.0 71 2903 343418 3970 3763747811 2974 0.0000000 0.0000000 108.7500000
45.0000000 30.0 142 2894 346789 4036 3763747848 3036 0.0000000 0.0000000 108.7500000
50.0000000 30.0 359 2846 332655 4082 3763747886 3205 0.0000000 0.0000000 108.7500000
55.0000000 30.0 612 2823 316442 4002 3763747924 3435 0.0000000 0.0000000 108.7500000
60.0000000 30.0 748 2851 316166 3917 3763747962 3599 0.0000000 0.0000000 108.7500000
65.0000000 30.0 776 2851 333295 3921 3763747999 3627 0.0000000 0.0000000 108.7500000
70.0000000 30.0 684 2795 331293 4077 3763748037 3479 0.0000000 0.0000000 108.7500000
75.0000000 30.0 493 2868 349897 3895 3763748074 3361 0.0000000 0.0000000 108.7500000
80.0000000 30.0 225 2933 352825 3915 3763748112 3158 0.0000000 0.0000000 108.7500000
85.0000000 30.0 69 2903 351247 3866 3763748149 2972 0.0000000 0.0000000 108.7500000
90.0000000 30.0 77 2804 351417 4006 3763748187 2881 0.0000000 0.0000000 108.7500000
95.0000000 30.0 248 2821 345855 3960 3763748225 3069 0.0000000 0.0000000 108.7500000
