# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 30.0 247 3784 307942 3974 3763751394 4031 0.0000000 0.0000000 109.1254880
5.0000000 30.0 287 3917 307775 4063 3763751432 4204 0.0000000 0.0000000 109.1254880
10.0000000 30.0 420 3925 310132 3972 3763751470 4345 0.0000000 0.0000000 109.1254880
15.0000000 30.0 397 3805 310289 4109 3763751507 4202 0.0000000 0.0000000 109.1254880
20.0000000 30.0 305 3799 333500 3956 3763751545 4104 0.0000000 0.0000000 109.1254880
25.0000000 30.0 218 3797 341390 4024 3763751582 4015 0.0000000 0.0000000 109.1254880
30.0000000 30.0 125 3874 341751 4007 3763751620 3999 0.0000000 0.0000000 109.1254880
35.0000000 30.0 66 3816 338558 4036 3763751658 3882 0.0000000 0.0000000 109.1254880
40.0000000 30.0 74 3735 343518 3897 3763751695 3809 0.0000000 0.0000000 109.1254880
45.0000000 30.0 140 3895 335644 3947 3763751733 4035 0.0000000 0.0000000 109.1254880
50.0000000 30.0 254 3782 336071 4051 3763751771 4036 0.0000000 0.0000000 109.1254880
55.0000000 30.0 358 3927 334988 3864 3763751808 4285 0.0000000 0.0000000 109.1254880
60.0000000 30.0 413 3837 333943 3946 3763751846 4250 0.0000000 0.0000000 109.1254880
65.0000000 30.0 381 3745 327926 4002 3763751884 4126 0.0000000 0.0000000 109.1254880
70.0000000 30.0 306 3923 316167 3943 3763751921 4229 0.0000000 0.0000000 109.1254880
75.0000000 30.0 203 3935 317985 4037 3763751959 4138 0.0000000 0.0000000 109.1254880
80.0000000 30.0 65 3761 329106 3895 3763751997 3826 0.0000000 0.0000000 109.1254880
85.0000000 30.0 65 3758 333118 4108 3763752034 3823 0.0000000 0.0000000 109.1254880
90.0000000 30.0 94 3767 337913 3931 3763752072 3861 0.0000000 0.0000000 109.1254880
95.0000000 30.0 235 3833 341694 4039 3763752110 4068 0.0000000 0.0000000 109.1254880
