# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 30.0 226 3663 329023 3949 3763757612 3889 0.0000000 0.0000000 109.7250980
5.0000000 30.0 360 3700 328601 3944 3763757650 4060 0.0000000 0.0000000 109.7250980
10.0000000 30.0 430 3651 340957 3920 3763757687 4081 0.0000000 0.0000000 109.7250980
15.0000000 30.0 473 3716 342730 4066 3763757725 4189 0.0000000 0.0000000 109.7250980
20.0000000 30.0 368 3737 332112 4043 3763757763 4105 0.0000000 0.0000000 109.7250980
25.0000000 30.0 249 3510 327907 3969 3763757800 3759 0.0000000 0.0000000 109.7250980
30.0000000 30.0 121 3708 323933 3966 3763757838 3829 0.0000000 0.0000000 109.7250980
35.0000000 30.0 80 3678 320322 4032 3763757875 3758 0.0000000 0.0000000 109.7250980
40.0000000 30.0 73 3613 321685 4021 3763757913 3686 0.0000000 0.0000000 109.7250980
45.0000000 30.0 129 3645 330050 4008 3763757951 3774 0.0000000 0.0000000 109.7250980
50.0000000 30.0 255 3637 329200 3933 3763757988 3892 0.0000000 0.0000000 109.7250980
55.0000000 30.0 393 3635 310480 4011 3763758026 4028 0.0000000 0.0000000 109.7250980
60.0000000 30.0 450 3663 302196 3913 3763758063 4113 0.0000000 0.0000000 109.7250980
65.0000000 30.0 419 3583 306240 3989 3763758101 4002 0.0000000 0.0000000 109.7250980
70.0000000 30.0 326 3661 313729 3998 3763758139 3987 0.0000000 0.0000000 109.7250980
75.0000000 30.0 201 3668 316467 3944 3763758176 3869 0.0000000 0.0000000 109.7250980
80.0000000 30.0 111 3652 312411 3962 3763758214 3763 0.0000000 0.0000000 109.7250980
85.0000000 30.0 41 3740 314704 3947 3763758252 3781 0.0000000 0.0000000 109.7250980
90.0000000 30.0 97 3732 318369 3999 3763758289 3829 0.0000000 0.0000000 109.7250980
95.0000000 30.0 215 3667 320330 3741 3763758327 3882 0.0000000 0.0000000 109.7250980
