* begin:	09/09/2023 09:51:01
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_S2_alpha_ifg.cfg
*
* no cfg file, sc file created manually
* 0	1.9995117	20.0	24349	3002	135292	46459	3777091864	27351	0.0000000	0.0000000
* Date: 09/09/2023	Time: 10:11
* Pulsetime (탎):0.000003	Looptime (탎): 434.000000	BinWidth (탎): 3.000000	BinCount: 145	measured time (s): 1200.009000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	1200.01	114	170
1	3.00	1200.01	233	322
2	6.00	1200.01	246	357
3	9.00	1200.01	235	330
4	12.00	1200.01	218	282
5	15.00	1200.01	243	241
6	18.00	1200.01	222	202
7	21.00	1200.01	216	148
8	24.00	1200.01	187	133
9	27.00	1200.01	182	130
10	30.00	1200.01	171	141
11	33.00	1200.01	187	165
12	36.00	1200.01	110	198
13	39.00	1200.01	115	218
14	42.00	1200.01	98	287
15	45.00	1200.01	106	373
16	48.00	1200.01	95	414
17	51.00	1200.01	83	482
18	54.00	1200.01	101	537
19	57.00	1200.01	99	487
20	60.00	1200.01	107	543
21	63.00	1200.01	117	585
22	66.00	1200.01	116	588
23	69.00	1200.01	139	560
24	72.00	1200.01	140	509
25	75.00	1200.01	163	524
26	78.00	1200.01	160	521
27	81.00	1200.01	180	481
28	84.00	1200.01	204	498
29	87.00	1200.01	211	355
30	90.00	1200.01	205	351
31	93.00	1200.01	241	243
32	96.00	1200.01	209	214
33	99.00	1200.01	230	178
34	102.00	1200.01	235	150
35	105.00	1200.01	222	137
36	108.00	1200.01	241	119
37	111.00	1200.01	215	104
38	114.00	1200.01	230	102
39	117.00	1200.01	216	108
40	120.00	1200.01	214	106
41	123.00	1200.01	191	120
42	126.00	1200.01	169	128
43	129.00	1200.01	155	150
44	132.00	1200.01	165	182
45	135.00	1200.01	121	186
46	138.00	1200.01	110	241
47	141.00	1200.01	117	319
48	144.00	1200.01	107	415
49	147.00	1200.01	81	409
50	150.00	1200.01	80	466
51	153.00	1200.01	98	546
52	156.00	1200.01	100	521
53	159.00	1200.01	90	531
54	162.00	1200.01	84	526
55	165.00	1200.01	117	546
56	168.00	1200.01	130	587
57	171.00	1200.01	153	542
58	174.00	1200.01	172	509
59	177.00	1200.01	176	472
60	180.00	1200.01	185	452
61	183.00	1200.01	199	437
62	186.00	1200.01	232	375
63	189.00	1200.01	222	340
64	192.00	1200.01	230	286
65	195.00	1200.01	200	231
66	198.00	1200.01	224	179
67	201.00	1200.01	242	144
68	204.00	1200.01	249	129
69	207.00	1200.01	228	114
70	210.00	1200.01	223	117
71	213.00	1200.01	228	100
72	216.00	1200.01	234	122
73	219.00	1200.01	218	124
74	222.00	1200.01	216	100
75	225.00	1200.01	192	135
76	228.00	1200.01	160	138
77	231.00	1200.01	151	149
78	234.00	1200.01	133	238
79	237.00	1200.01	137	252
80	240.00	1200.01	116	307
81	243.00	1200.01	131	325
82	246.00	1200.01	136	490
83	249.00	1200.01	124	495
84	252.00	1200.01	143	497
85	255.00	1200.01	128	524
86	258.00	1200.01	126	583
87	261.00	1200.01	152	526
88	264.00	1200.01	176	567
89	267.00	1200.01	162	551
90	270.00	1200.01	172	595
91	273.00	1200.01	183	529
92	276.00	1200.01	183	560
93	279.00	1200.01	186	510
94	282.00	1200.01	149	460
95	285.00	1200.01	147	429
96	288.00	1200.01	127	372
97	291.00	1200.01	126	265
98	294.00	1200.01	128	273
99	297.00	1200.01	108	215
100	300.00	1200.01	122	174
101	303.00	1200.01	134	134
102	306.00	1200.01	127	128
103	309.00	1200.01	147	119
104	312.00	1200.01	144	133
105	315.00	1200.01	182	103
106	318.00	1200.01	198	117
107	321.00	1200.01	201	113
108	324.00	1200.01	221	130
109	327.00	1200.01	216	150
110	330.00	1200.01	261	147
111	333.00	1200.01	236	178
112	336.00	1200.01	214	230
113	339.00	1200.01	233	287
114	342.00	1200.01	232	339
115	345.00	1200.01	246	361
116	348.00	1200.01	230	423
117	351.00	1200.01	215	504
118	354.00	1200.01	202	530
119	357.00	1200.01	188	508
120	360.00	1200.01	203	604
121	363.00	1200.01	163	539
122	366.00	1200.01	159	557
123	369.00	1200.01	142	560
124	372.00	1200.01	106	551
125	375.00	1200.01	103	541
126	378.00	1200.01	89	550
127	381.00	1200.01	97	478
128	384.00	1200.01	94	427
129	387.00	1200.01	72	382
130	390.00	1200.01	91	339
131	393.00	1200.01	80	257
132	396.00	1200.01	98	205
133	399.00	1200.01	103	183
134	402.00	1200.01	135	149
135	405.00	1200.01	137	117
136	408.00	1200.01	137	122
137	411.00	1200.01	150	107
138	414.00	1200.01	211	130
139	417.00	1200.01	190	151
140	420.00	1200.01	227	195
141	423.00	1200.01	209	238
142	426.00	1200.01	209	277
143	429.00	1200.01	246	341
144	432.00	1200.01	229	372
* end: 09/09/2023 10:11:06
