* begin:	30/08/2023 20:34:18
* script file:	D:\data\Cycle 192ter\exp_3-16-14\rawdata\sc\TOF_vs_chi_A1_ifg.cfg
*
* no cfg file, sc file created manually
* 0	2.9882812	20.0	24144	3343	127010	67281	3776266461	94768	0.0000000	0.0000000
* Date: 30/08/2023	Time: 20:54
* Pulsetime (탎):0.000003	Looptime (탎): 301.000000	BinWidth (탎): 3.000000	BinCount: 101	measured time (s): 1200.006000
* Bin NR >>  탎  >>  rec.time  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	1200.01	106	365
1	3.00	1200.01	248	680
2	6.00	1200.01	220	695
3	9.00	1200.01	219	712
4	12.00	1200.01	221	686
5	15.00	1200.01	194	715
6	18.00	1200.01	229	715
7	21.00	1200.01	199	733
8	24.00	1200.01	214	697
9	27.00	1200.01	205	750
10	30.00	1200.01	232	755
11	33.00	1200.01	230	731
12	36.00	1200.01	240	806
13	39.00	1200.01	227	712
14	42.00	1200.01	276	769
15	45.00	1200.01	245	694
16	48.00	1200.01	229	683
17	51.00	1200.01	238	623
18	54.00	1200.01	243	640
19	57.00	1200.01	235	551
20	60.00	1200.01	226	624
21	63.00	1200.01	232	517
22	66.00	1200.01	221	507
23	69.00	1200.01	265	517
24	72.00	1200.01	267	546
25	75.00	1200.01	213	571
26	78.00	1200.01	250	563
27	81.00	1200.01	237	597
28	84.00	1200.01	258	662
29	87.00	1200.01	250	682
30	90.00	1200.01	258	677
31	93.00	1200.01	231	702
32	96.00	1200.01	234	752
33	99.00	1200.01	262	695
34	102.00	1200.01	223	725
35	105.00	1200.01	241	750
36	108.00	1200.01	253	664
37	111.00	1200.01	231	694
38	114.00	1200.01	235	741
39	117.00	1200.01	222	734
40	120.00	1200.01	222	732
41	123.00	1200.01	198	659
42	126.00	1200.01	213	728
43	129.00	1200.01	227	733
44	132.00	1200.01	253	734
45	135.00	1200.01	246	765
46	138.00	1200.01	224	778
47	141.00	1200.01	256	785
48	144.00	1200.01	257	733
49	147.00	1200.01	246	669
50	150.00	1200.01	241	622
51	153.00	1200.01	290	622
52	156.00	1200.01	258	575
53	159.00	1200.01	230	572
54	162.00	1200.01	229	529
55	165.00	1200.01	241	524
56	168.00	1200.01	235	495
57	171.00	1200.01	287	557
58	174.00	1200.01	259	560
59	177.00	1200.01	227	579
60	180.00	1200.01	237	602
61	183.00	1200.01	255	652
62	186.00	1200.01	265	730
63	189.00	1200.01	244	729
64	192.00	1200.01	247	755
65	195.00	1200.01	246	660
66	198.00	1200.01	266	774
67	201.00	1200.01	266	742
68	204.00	1200.01	248	758
69	207.00	1200.01	246	676
70	210.00	1200.01	238	701
71	213.00	1200.01	201	720
72	216.00	1200.01	221	663
73	219.00	1200.01	254	662
74	222.00	1200.01	225	673
75	225.00	1200.01	208	731
76	228.00	1200.01	220	727
77	231.00	1200.01	211	745
78	234.00	1200.01	246	796
79	237.00	1200.01	239	741
80	240.00	1200.01	259	753
81	243.00	1200.01	238	749
82	246.00	1200.01	266	711
83	249.00	1200.01	235	713
84	252.00	1200.01	245	641
85	255.00	1200.01	264	588
86	258.00	1200.01	269	588
87	261.00	1200.01	251	582
88	264.00	1200.01	254	543
89	267.00	1200.01	253	500
90	270.00	1200.01	246	525
91	273.00	1200.01	263	551
92	276.00	1200.01	251	583
93	279.00	1200.01	271	602
94	282.00	1200.01	260	617
95	285.00	1200.01	272	664
96	288.00	1200.01	249	694
97	291.00	1200.01	244	681
98	294.00	1200.01	220	798
99	297.00	1200.01	254	753
100	300.00	1200.01	199	625
* end: 30/08/2023 20:54:22
