#  ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-2.999268 20.0 213 4203 129429 442 3777069515 4416 0.000000 0.000000
-2.812500 20.0 372 3220 130194 1190 3777069541 3592 0.000000 0.000000
-2.603760 20.0 622 2386 130921 1686 3777069568 3008 0.000000 0.000000
-2.384033 20.0 590 2694 129734 1427 3777069595 3284 0.000000 0.000000
-2.197266 20.0 562 3149 130663 1045 3777069621 3711 0.000000 0.000000
-2.010498 20.0 379 3905 130358 510 3777069648 4284 0.000000 0.000000
-1.801758 20.0 292 4403 130319 285 3777069675 4695 0.000000 0.000000
-1.614990 20.0 168 4462 130347 267 3777069701 4630 0.000000 0.000000
-1.395264 20.0 209 4204 132473 569 3777069728 4413 0.000000 0.000000
-1.208496 20.0 323 3635 135793 1012 3777069754 3958 0.000000 0.000000
-0.999756 20.0 430 2822 136078 1424 3777069781 3252 0.000000 0.000000
-0.802002 20.0 584 2485 135052 1632 3777069807 3069 0.000000 0.000000
-0.604248 20.0 610 2486 129531 1546 3777069834 3096 0.000000 0.000000
-0.395508 20.0 597 2918 130104 1237 3777069861 3515 0.000000 0.000000
-0.197754 20.0 503 3416 130008 907 3777069887 3919 0.000000 0.000000
0.000000 20.0 337 4073 130184 466 3777069914 4410 0.000000 0.000000
0.208740 20.0 214 4466 128376 226 3777069941 4680 0.000000 0.000000
0.395508 20.0 179 4485 128487 253 3777069967 4664 0.000000 0.000000
0.593262 20.0 203 4220 129019 486 3777069994 4423 0.000000 0.000000
0.802002 20.0 274 3466 128376 942 3777070021 3740 0.000000 0.000000
0.988769 20.0 391 3012 128511 1247 3777070048 3403 0.000000 0.000000
1.197510 20.0 596 2622 137509 1479 3777070074 3218 0.000000 0.000000
1.384277 20.0 627 2414 137660 1541 3777070101 3041 0.000000 0.000000
1.604004 20.0 571 2740 136568 1364 3777070127 3311 0.000000 0.000000
1.790771 20.0 541 3193 136708 1003 3777070154 3734 0.000000 0.000000
1.977539 20.0 381 3841 129488 583 3777070181 4222 0.000000 0.000000
2.208252 20.0 257 4463 130869 309 3777070208 4720 0.000000 0.000000
2.395020 20.0 182 4581 130143 242 3777070234 4763 0.000000 0.000000
2.603760 20.0 188 4157 130401 432 3777070261 4345 0.000000 0.000000
2.790527 20.0 287 3799 128237 894 3777070287 4086 0.000000 0.000000
2.999268 20.0 417 3002 135292 1310 3777070314 3419 0.000000 0.000000
