#  ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-3.010254 20.0 284 5630 118140 400 3776055546 6314 0.000000 0.000000
-2.812500 20.0 350 5259 118140 592 3776055572 6201 0.000000 0.000000
-2.603760 20.0 468 4181 117899 1359 3776055599 6008 0.000000 0.000000
-2.416992 20.0 576 3911 118750 1685 3776055625 6172 0.000000 0.000000
-2.208252 20.0 658 3132 118462 2084 3776055652 5874 0.000000 0.000000
-1.999512 20.0 682 3122 118434 2061 3776055679 5865 0.000000 0.000000
-1.801758 20.0 641 3431 118168 1931 3776055705 6003 0.000000 0.000000
-1.604004 20.0 536 4069 117152 1408 3776055732 6013 0.000000 0.000000
-1.384277 20.0 457 4625 118484 909 3776055759 5991 0.000000 0.000000
-1.197510 20.0 317 5081 117331 578 3776055785 5976 0.000000 0.000000
-0.999756 20.0 275 5653 118026 346 3776055812 6274 0.000000 0.000000
-0.802002 20.0 279 5460 118506 496 3776055839 6235 0.000000 0.000000
-0.604248 20.0 448 4305 117290 1246 3776055865 5999 0.000000 0.000000
-0.406494 20.0 582 3589 118770 1739 3776055892 5910 0.000000 0.000000
-0.208740 20.0 654 3015 118352 2071 3776055918 5740 0.000000 0.000000
0.010986 20.0 744 2985 117668 2190 3776055945 5919 0.000000 0.000000
0.197754 20.0 748 3252 117951 2028 3776055972 6028 0.000000 0.000000
0.406494 20.0 651 3367 119612 1796 3776055998 5814 0.000000 0.000000
0.604248 20.0 495 4569 118209 1158 3776056025 6222 0.000000 0.000000
0.802002 20.0 365 5210 117455 516 3776056051 6091 0.000000 0.000000
0.988769 20.0 269 5574 117314 287 3776056078 6130 0.000000 0.000000
1.186523 20.0 309 5552 118182 477 3776056105 6338 0.000000 0.000000
1.395264 20.0 321 5009 117754 750 3776056131 6080 0.000000 0.000000
1.604004 20.0 536 4084 118368 1463 3776056158 6083 0.000000 0.000000
1.790771 20.0 733 3078 118301 2120 3776056185 5931 0.000000 0.000000
1.999512 20.0 734 2932 118475 2208 3776056211 5874 0.000000 0.000000
2.197266 20.0 776 2930 116963 2078 3776056238 5784 0.000000 0.000000
2.416992 20.0 615 3717 116817 1595 3776056265 5927 0.000000 0.000000
2.592773 20.0 383 5219 117545 618 3776056292 6220 0.000000 0.000000
2.801514 20.0 340 5266 117763 508 3776056318 6114 0.000000 0.000000
2.988281 20.0 306 5537 118120 395 3776056345 6238 0.000000 0.000000
