# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 622 6545 622091 7812 3763855681 7167 0.0000000 0.0000000 109.2744140
5.0000000 60.0 876 6720 618395 7819 3763855749 7596 0.0000000 0.0000000 109.2744140
10.0000000 60.0 1149 6691 662860 8044 3763855816 7840 0.0000000 0.0000000 109.2744140
15.0000000 60.0 1260 6459 709986 7885 3763855884 7719 0.0000000 0.0000000 109.2744140
20.0000000 60.0 1066 6776 715926 7975 3763855951 7842 0.0000000 0.0000000 109.2744140
25.0000000 60.0 710 6538 690280 7963 3763856019 7248 0.0000000 0.0000000 109.2744140
30.0000000 60.0 388 6604 698981 7911 3763856087 6992 0.0000000 0.0000000 109.2744140
35.0000000 60.0 125 6595 703803 8053 3763856154 6720 0.0000000 0.0000000 109.2744140
40.0000000 60.0 100 6624 678169 8051 3763856222 6724 0.0000000 0.0000000 109.2744140
45.0000000 60.0 320 6428 417913 8025 3763856290 6748 0.0000000 0.0000000 109.2744140
50.0000000 60.0 613 6548 613216 8105 3763856357 7161 0.0000000 0.0000000 109.2744140
55.0000000 60.0 949 6591 628208 7890 3763856425 7540 0.0000000 0.0000000 109.2744140
60.0000000 60.0 1220 6488 664613 7837 3763856493 7708 0.0000000 0.0000000 109.2744140
65.0000000 60.0 1128 6520 664786 7808 3763856560 7648 0.0000000 0.0000000 109.2744140
70.0000000 60.0 884 6492 663128 7961 3763856628 7376 0.0000000 0.0000000 109.2744140
75.0000000 60.0 537 6451 666311 8011 3763856695 6988 0.0000000 0.0000000 109.2744140
80.0000000 60.0 227 6627 668889 7959 3763856763 6854 0.0000000 0.0000000 109.2744140
85.0000000 60.0 99 6476 656141 7968 3763856831 6575 0.0000000 0.0000000 109.2744140
90.0000000 60.0 213 6558 748429 7895 3763856898 6771 0.0000000 0.0000000 109.2744140
95.0000000 60.0 486 6674 739351 7908 3763856966 7160 0.0000000 0.0000000 109.2744140
