# Position(mm) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos
0.0000000 60.0 508 6915 686740 7860 3763820359 7423 0.0000000 0.0000000 108.1499020
5.0000000 60.0 833 6870 686459 7928 3763820426 7703 0.0000000 0.0000000 108.1499020
10.0000000 60.0 1149 6752 687699 7883 3763820494 7901 0.0000000 0.0000000 108.1499020
15.0000000 60.0 1121 6975 687629 7945 3763820561 8096 0.0000000 0.0000000 108.1499020
20.0000000 60.0 1017 6828 684001 7968 3763820629 7845 0.0000000 0.0000000 108.1499020
25.0000000 60.0 650 6973 686195 8072 3763820696 7623 0.0000000 0.0000000 108.1499020
30.0000000 60.0 372 6846 682143 7980 3763820764 7218 0.0000000 0.0000000 108.1499020
35.0000000 60.0 134 6993 687429 8127 3763820832 7127 0.0000000 0.0000000 108.1499020
40.0000000 60.0 113 6702 684174 7946 3763820899 6815 0.0000000 0.0000000 108.1499020
45.0000000 60.0 339 6873 682946 7947 3763820967 7212 0.0000000 0.0000000 108.1499020
50.0000000 60.0 583 6815 685247 7817 3763821034 7398 0.0000000 0.0000000 108.1499020
55.0000000 60.0 930 6767 682045 7948 3763821102 7697 0.0000000 0.0000000 108.1499020
60.0000000 60.0 1217 6802 683126 7836 3763821170 8019 0.0000000 0.0000000 108.1499020
65.0000000 60.0 1057 6804 679456 7981 3763821237 7861 0.0000000 0.0000000 108.1499020
70.0000000 60.0 888 6851 680593 7927 3763821305 7739 0.0000000 0.0000000 108.1499020
75.0000000 60.0 557 6784 680180 7840 3763821373 7341 0.0000000 0.0000000 108.1499020
80.0000000 60.0 222 6902 683431 7959 3763821440 7124 0.0000000 0.0000000 108.1499020
85.0000000 60.0 107 6728 685696 7992 3763821508 6835 0.0000000 0.0000000 108.1499020
90.0000000 60.0 183 6919 689824 7869 3763821575 7102 0.0000000 0.0000000 108.1499020
95.0000000 60.0 451 6899 686700 7977 3763821643 7350 0.0000000 0.0000000 108.1499020
