# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 153 12127 714248 7602 3764364792 12280 0.0000000 0.0000000 109.0502930 58.6156250
-1.5000000 60.0 400 12096 705446 7516 3764364857 12496 0.0000000 0.0000000 109.0502930 58.6156250
-1.2500000 60.0 774 12128 662184 7532 3764364921 12902 0.0000000 0.0000000 109.0502930 58.6156250
-1.0000000 60.0 990 12296 635317 7465 3764364985 13286 0.0000000 0.0000000 109.0502930 58.6156250
-0.7500000 60.0 1090 12303 655621 7692 3764365049 13393 0.0000000 0.0000000 109.0502930 58.6156250
-0.5000000 60.0 987 12376 641709 7507 3764365113 13363 0.0000000 0.0000000 109.0502930 58.6156250
-0.2500000 60.0 696 12157 666591 7601 3764365178 12853 0.0000000 0.0000000 109.0502930 58.6156250
0.0000000 60.0 362 12082 700658 7457 3764365242 12444 0.0000000 0.0000000 109.0502930 58.6156250
0.2500000 60.0 164 12493 634678 7623 3764365306 12657 0.0000000 0.0000000 109.0502930 58.6156250
0.5000000 60.0 159 12262 689171 7662 3764365370 12421 0.0000000 0.0000000 109.0502930 58.6156250
0.7500000 60.0 380 12317 692930 7480 3764365434 12697 0.0000000 0.0000000 109.0502930 58.6156250
1.0000000 60.0 677 12257 665615 7524 3764365499 12934 0.0000000 0.0000000 109.0502930 58.6156250
1.2500000 60.0 1024 12224 684065 7654 3764365563 13248 0.0000000 0.0000000 109.0502930 58.6156250
1.5000000 60.0 1090 12384 656015 7739 3764365627 13474 0.0000000 0.0000000 109.0502930 58.6156250
1.7500000 60.0 995 12329 662564 7477 3764365691 13324 0.0000000 0.0000000 109.0502930 58.6156250
