# Current(A) exposure_time(s) O-Beam H-Beam Monitor H2-Beam time(s) O+H encod1 encod2 phaseshif_pos coil_amp(A)
-1.7500000 60.0 177 8156 631548 7916 3764395395 8333 0.0000000 0.0000000 110.0253910 59.0125000
-1.5000000 60.0 557 8042 645404 7687 3764395459 8599 0.0000000 0.0000000 110.0253910 59.0125000
-1.2500000 60.0 1360 8219 675592 7784 3764395524 9579 0.0000000 0.0000000 110.0253910 59.0125000
-1.0000000 60.0 2270 8259 684462 7932 3764395588 10529 0.0000000 0.0000000 110.0253910 59.0125000
-0.7500000 60.0 2896 8126 664397 7601 3764395652 11022 0.0000000 0.0000000 110.0253910 59.0125000
-0.5000000 60.0 2794 8316 639308 7772 3764395716 11110 0.0000000 0.0000000 110.0253910 59.0125000
-0.2500000 60.0 2124 8134 616555 7786 3764395781 10258 0.0000000 0.0000000 110.0253910 59.0125000
0.0000000 60.0 1235 8199 684295 7771 3764395845 9434 0.0000000 0.0000000 110.0253910 59.0125000
0.2500000 60.0 499 8207 698728 7816 3764395909 8706 0.0000000 0.0000000 110.0253910 59.0125000
0.5000000 60.0 198 8101 693196 7828 3764395973 8299 0.0000000 0.0000000 110.0253910 59.0125000
0.7500000 60.0 571 8123 700536 7736 3764396038 8694 0.0000000 0.0000000 110.0253910 59.0125000
1.0000000 60.0 1420 8178 720137 7959 3764396102 9598 0.0000000 0.0000000 110.0253910 59.0125000
1.2500000 60.0 2300 8251 695424 7835 3764396166 10551 0.0000000 0.0000000 110.0253910 59.0125000
1.5000000 60.0 2821 8182 662409 7883 3764396230 11003 0.0000000 0.0000000 110.0253910 59.0125000
1.7500000 60.0 2812 8099 723638 7821 3764396295 10911 0.0000000 0.0000000 110.0253910 59.0125000
