# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.516113 20.0 5002 7822 141572 0 3795883868 12824 0.000000 0.000000
-1.406250 20.0 6063 6598 141402 4 3795883894 12661 0.000000 0.000000
-1.318359 20.0 6931 5906 141156 2 3795883921 12837 0.000000 0.000000
-1.230469 20.0 7735 5280 141535 4 3795883947 13015 0.000000 0.000000
-1.142578 20.0 7750 4963 141581 2 3795883973 12713 0.000000 0.000000
-1.065674 20.0 8060 4829 141399 3 3795883999 12889 0.000000 0.000000
-0.955811 20.0 8032 4668 141205 2 3795884025 12700 0.000000 0.000000
-0.867920 20.0 7713 4927 141571 3 3795884051 12640 0.000000 0.000000
-0.791016 20.0 7385 5424 141405 9 3795884077 12809 0.000000 0.000000
-0.692139 20.0 6593 6076 141388 6 3795884103 12669 0.000000 0.000000
-0.604248 20.0 5918 6937 141407 1 3795884130 12855 0.000000 0.000000
-0.505371 20.0 4954 7979 141735 3 3795884156 12933 0.000000 0.000000
-0.428467 20.0 4128 8601 141505 4 3795884182 12729 0.000000 0.000000
-0.329590 20.0 3405 9403 141486 5 3795884208 12808 0.000000 0.000000
-0.241699 20.0 2670 9954 141382 5 3795884234 12624 0.000000 0.000000
-0.142822 20.0 2098 10529 141183 1 3795884260 12627 0.000000 0.000000
-0.054932 20.0 1797 11057 141445 2 3795884286 12854 0.000000 0.000000
0.032959 20.0 1770 11206 140903 4 3795884312 12976 0.000000 0.000000
0.120850 20.0 1838 11123 141129 3 3795884338 12961 0.000000 0.000000
0.197754 20.0 2273 10604 141348 2 3795884365 12877 0.000000 0.000000
0.296631 20.0 2744 10029 141023 4 3795884391 12773 0.000000 0.000000
0.384522 20.0 3480 9140 140997 0 3795884417 12620 0.000000 0.000000
0.483398 20.0 4554 8297 141224 6 3795884443 12851 0.000000 0.000000
0.571289 20.0 5238 7565 141464 4 3795884469 12803 0.000000 0.000000
0.648193 20.0 6123 6658 141132 3 3795884495 12781 0.000000 0.000000
0.747070 20.0 6814 6022 141223 1 3795884521 12836 0.000000 0.000000
0.845947 20.0 7361 5154 141992 0 3795884547 12515 0.000000 0.000000
0.933838 20.0 7972 4882 142053 1 3795884573 12854 0.000000 0.000000
1.021729 20.0 8156 4737 141272 4 3795884600 12893 0.000000 0.000000
1.109619 20.0 8235 4585 141585 4 3795884626 12820 0.000000 0.000000
1.197510 20.0 7830 4941 141600 3 3795884652 12771 0.000000 0.000000
1.274414 20.0 7386 5455 141409 5 3795884678 12841 0.000000 0.000000
1.384277 20.0 6424 6113 141500 2 3795884704 12537 0.000000 0.000000
1.461182 20.0 6045 6932 141688 2 3795884730 12977 0.000000 0.000000
1.549072 20.0 5118 7837 141352 2 3795884756 12955 0.000000 0.000000
