*Begin rocking: 13/06/2023 14:49:52
*Points: 0
*
*notes: 
*Rho-Axis: 1.700
N	encoder[°]	time[s]	O-Detector	H-Detector	Monitor	Aux
         0	5.0239900	5	98	219	47054	5	317
         1	5.0240600	5	92	213	46859	6	305
         2	5.0241000	5	102	243	47119	8	345
         3	5.0241500	5	116	226	47123	8	342
         4	5.0242000	5	109	277	47008	4	386
         5	5.0242600	5	100	299	47216	8	399
         6	5.0243000	5	111	333	47507	5	444
         7	5.0243500	5	111	344	47412	5	455
         8	5.0244000	5	134	407	47243	14	541
         9	5.0244500	5	137	441	46630	3	578
        10	5.0245000	5	142	519	47108	4	661
        11	5.0245600	5	175	572	46980	15	747
        12	5.0246100	5	176	631	47301	7	807
        13	5.0246500	5	198	808	47275	13	1006
        14	5.0247100	5	245	921	47204	11	1166
        15	5.0247600	5	255	1116	47285	14	1371
        16	5.0248000	5	331	1304	47200	15	1635
        17	5.0248600	5	376	1700	47285	18	2076
        18	5.0249100	5	415	1835	46851	17	2250
        19	5.0249500	5	571	2420	47113	33	2991
        20	5.0250200	5	638	3097	47441	28	3735
        21	5.0250600	5	803	3690	47026	41	4493
        22	5.0251000	5	872	4021	47004	31	4893
        23	5.0251500	5	982	4384	47155	39	5366
        24	5.0252100	5	1060	4428	47331	43	5488
        25	5.0252600	5	1153	4257	46923	45	5410
        26	5.0253100	5	1045	4001	46976	44	5046
        27	5.0253700	5	943	3636	47122	35	4579
        28	5.0254100	5	786	3273	47387	35	4059
        29	5.0254500	5	671	2656	47021	25	3327
        30	5.0255000	5	574	2343	47095	34	2917
        31	5.0255600	5	533	1930	47339	21	2463
        32	5.0256100	5	421	1492	46860	25	1913
        33	5.0256500	5	340	1264	47078	14	1604
*stopped by user: 13/06/2023 14:53:40
