# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-2.098389 20.0 3135 5322 1 17 3795091563 8457 0.000000 0.000000
-1.900635 20.0 1878 6425 4 24 3795091590 8303 0.000000 0.000000
-1.669922 20.0 944 7603 3 24 3795091616 8547 0.000000 0.000000
-1.483154 20.0 659 7886 2 18 3795091642 8545 0.000000 0.000000
-1.274414 20.0 1239 7245 4 18 3795091668 8484 0.000000 0.000000
-1.054688 20.0 2240 6068 1 13 3795091694 8308 0.000000 0.000000
-0.834961 20.0 3504 4940 1 15 3795091720 8444 0.000000 0.000000
-0.626221 20.0 4562 3932 6 21 3795091747 8494 0.000000 0.000000
-0.417480 20.0 4668 3767 5 22 3795091773 8435 0.000000 0.000000
-0.219727 20.0 4046 4327 1 24 3795091799 8373 0.000000 0.000000
0.000000 20.0 2979 5597 1 24 3795091825 8576 0.000000 0.000000
0.208740 20.0 1697 6887 2 17 3795091851 8584 0.000000 0.000000
0.417480 20.0 831 7663 2 25 3795091877 8494 0.000000 0.000000
0.615234 20.0 856 7643 3 14 3795091903 8499 0.000000 0.000000
0.834961 20.0 1280 7199 2 24 3795091930 8479 0.000000 0.000000
1.054688 20.0 2660 5866 4 14 3795091956 8526 0.000000 0.000000
1.263428 20.0 3871 4691 4 23 3795091982 8562 0.000000 0.000000
1.461182 20.0 4519 3898 4 19 3795092008 8417 0.000000 0.000000
1.680908 20.0 4586 3886 4 17 3795092035 8472 0.000000 0.000000
1.878662 20.0 3906 4541 4 19 3795092061 8447 0.000000 0.000000
2.098389 20.0 2652 5791 4 14 3795092087 8443 0.000000 0.000000
2.296143 20.0 1510 7056 1 22 3795092113 8566 0.000000 0.000000
