# Coil_pos O-Beam err ps_pos
0.0000000 1459.8153946 44.6766158 108.6000980
5.0000000 1976.2588811 53.1413210 108.6000980
10.0000000 2344.8191252 57.8878226 108.6000980
15.0000000 2096.5733906 55.1543289 108.6000980
20.0000000 1685.1841249 48.7442304 108.6000980
25.0000000 1077.4659800 37.7624152 108.6000980
30.0000000 440.6703873 22.4053565 108.6000980
35.0000000 253.0188147 14.2126704 108.6000980
40.0000000 420.6563766 21.8860686 108.6000980
45.0000000 883.1926526 35.0285598 108.6000980
50.0000000 1587.6802229 47.6864761 108.6000980
55.0000000 2112.9638175 55.2810998 108.6000980
60.0000000 2250.1069539 57.0701323 108.6000980
65.0000000 1935.7411225 52.7920449 108.6000980
70.0000000 1349.9591291 43.4856298 108.6000980
75.0000000 753.3846256 30.9677251 108.6000980
80.0000000 296.1284859 16.7630546 108.6000980
85.0000000 322.1295341 17.1172428 108.6000980
90.0000000 730.5486362 30.0000000 108.6000980
95.0000000 1385.2039098 43.3935479 108.6000980
