# Coil_pos O-Beam err ps_pos
0.0000000 1586.9852884 46.1519230 109.3500980
5.0000000 2201.5366915 55.3172667 109.3500980
10.0000000 2310.1176455 57.6974869 109.3500980
15.0000000 2191.6308765 56.1159514 109.3500980
20.0000000 1724.4223056 49.2341345 109.3500980
25.0000000 1102.9800769 38.1575681 109.3500980
30.0000000 476.7723516 23.2163735 109.3500980
35.0000000 246.5242787 13.9642400 109.3500980
40.0000000 462.7956431 22.8473193 109.3500980
45.0000000 1038.7657968 37.2424489 109.3500980
50.0000000 1635.9745707 48.2804308 109.3500980
55.0000000 2272.0511655 56.8066897 109.3500980
60.0000000 2283.3965775 57.4717322 109.3500980
65.0000000 2143.9749878 54.8270006 109.3500980
70.0000000 1478.0683566 45.0111097 109.3500980
75.0000000 910.6841169 33.4514574 109.3500980
80.0000000 348.1855941 18.2482876 109.3500980
85.0000000 335.3615488 17.4928557 109.3500980
90.0000000 774.2999022 30.7571130 109.3500980
95.0000000 1474.8533677 44.4859528 109.3500980
