# Coil_pos O-Beam err ps_pos
0.0000000 139.7545033 20.9523268 108.1499020
5.0000000 179.2159143 25.5929678 108.1499020
10.0000000 187.4385233 27.4408455 108.1499020
15.0000000 122.8639704 25.5734237 108.1499020
20.0000000 266.1351310 25.5538647 108.1499020
25.0000000 244.0837507 20.9045450 108.1499020
30.0000000 234.8236024 16.2788206 108.1499020
35.0000000 251.4840685 14.7648231 108.1499020
40.0000000 190.5155663 14.7986486 108.1499020
45.0000000 176.7620452 19.1572441 108.1499020
50.0000000 162.6827741 23.3880311 108.1499020
55.0000000 176.2184682 26.5706605 108.1499020
60.0000000 125.0349827 26.2868789 108.1499020
65.0000000 183.2226319 25.7099203 108.1499020
70.0000000 248.0027771 23.4520788 108.1499020
75.0000000 286.0663492 19.9499373 108.1499020
80.0000000 265.1473792 15.8745079 108.1499020
85.0000000 236.0808526 14.6628783 108.1499020
90.0000000 186.5581159 16.6733320 108.1499020
95.0000000 109.5067506 19.6723156 108.1499020
