# ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-1.757812 20.0 9410 5812 164607 2 3793711542 15222 0.000000 0.000000
-1.669922 20.0 9737 5753 163974 4 3793711568 15490 0.000000 0.000000
-1.604004 20.0 9998 5383 164391 3 3793711594 15381 0.000000 0.000000
-1.505127 20.0 9884 5443 163592 5 3793711620 15327 0.000000 0.000000
-1.417236 20.0 9215 5967 164129 5 3793711646 15182 0.000000 0.000000
-1.340332 20.0 8413 6906 164798 5 3793711672 15319 0.000000 0.000000
-1.241455 20.0 7821 7885 163608 6 3793711698 15706 0.000000 0.000000
-1.164551 20.0 6724 8742 168707 3 3793711725 15466 0.000000 0.000000
-1.065674 20.0 5765 9929 170172 4 3793711751 15694 0.000000 0.000000
-0.999756 20.0 4710 10929 169304 2 3793711777 15639 0.000000 0.000000
-0.900879 20.0 3743 11899 169386 2 3793711803 15642 0.000000 0.000000
-0.823975 20.0 2901 12771 170380 4 3793711829 15672 0.000000 0.000000
-0.725098 20.0 1643 11771 170177 1 3793711855 13414 0.000000 0.000000
-0.637207 20.0 1649 11847 168489 2 3793711881 13496 0.000000 0.000000
-0.560303 20.0 1803 12217 166954 1 3793711908 14020 0.000000 0.000000
-0.483398 20.0 2197 12311 168493 4 3793711934 14508 0.000000 0.000000
-0.384522 20.0 2677 11810 167837 5 3793711960 14487 0.000000 0.000000
-0.296631 20.0 3514 11195 167018 2 3793711986 14709 0.000000 0.000000
-0.219727 20.0 4338 10391 168077 7 3793712012 14729 0.000000 0.000000
-0.120850 20.0 5151 9678 168336 4 3793712038 14829 0.000000 0.000000
-0.043945 20.0 6091 8370 166986 2 3793712064 14461 0.000000 0.000000
0.032959 20.0 7029 7753 167671 1 3793712090 14782 0.000000 0.000000
0.131836 20.0 7696 6731 167537 1 3793712117 14427 0.000000 0.000000
0.219727 20.0 8399 6096 167579 4 3793712143 14495 0.000000 0.000000
0.307617 20.0 8905 5620 169341 3 3793712169 14525 0.000000 0.000000
0.373535 20.0 9064 5455 167048 4 3793712195 14519 0.000000 0.000000
0.472412 20.0 9149 5525 168061 7 3793712221 14674 0.000000 0.000000
0.549316 20.0 8701 5925 168009 2 3793712247 14626 0.000000 0.000000
0.648193 20.0 8091 6605 166499 2 3793712273 14696 0.000000 0.000000
0.736084 20.0 7587 7093 164117 1 3793712299 14680 0.000000 0.000000
0.823975 20.0 6407 8131 164508 3 3793712326 14538 0.000000 0.000000
0.889893 20.0 5813 9120 164075 4 3793712352 14933 0.000000 0.000000
0.988769 20.0 5003 9775 163872 5 3793712378 14778 0.000000 0.000000
1.076660 20.0 4012 10914 167620 1 3793712404 14926 0.000000 0.000000
1.153565 20.0 3369 12000 167924 2 3793712430 15369 0.000000 0.000000
1.252441 20.0 3279 12561 166917 4 3793712456 15840 0.000000 0.000000
1.340332 20.0 2210 13461 167415 3 3793712483 15671 0.000000 0.000000
1.406250 20.0 1983 13800 167151 3 3793712509 15783 0.000000 0.000000
1.494141 20.0 1844 13715 169250 3 3793712535 15559 0.000000 0.000000
1.593018 20.0 1840 13762 168314 2 3793712561 15602 0.000000 0.000000
1.669922 20.0 2496 13187 168438 5 3793712587 15683 0.000000 0.000000
1.768799 20.0 3021 12773 168451 2 3793712613 15794 0.000000 0.000000
