# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.040 15 71 120.000
1.000 3600.040 28 147 120.000
2.000 3600.040 29 165 120.000
3.000 3600.040 25 140 120.000
4.000 3600.040 19 78 120.000
5.000 3600.040 31 103 120.000
6.000 3600.040 25 60 120.000
7.000 3600.040 23 39 120.000
8.000 3600.040 28 27 120.000
9.000 3600.040 30 30 120.000
10.000 3600.040 32 31 120.000
11.000 3600.040 26 50 120.000
12.000 3600.040 22 66 120.000
13.000 3600.040 34 79 120.000
14.000 3600.040 36 119 120.000
15.000 3600.040 25 113 120.000
16.000 3600.040 33 129 120.000
17.000 3600.040 21 117 120.000
18.000 3600.040 20 140 120.000
19.000 3600.040 29 91 120.000
20.000 3600.040 24 90 120.000
21.000 3600.040 26 68 120.000
22.000 3600.040 50 44 120.000
23.000 3600.040 27 43 120.000
24.000 3600.040 50 33 120.000
25.000 3600.040 32 22 120.000
26.000 3600.040 39 26 120.000
27.000 3600.040 46 28 120.000
28.000 3600.040 32 42 120.000
29.000 3600.040 40 77 120.000
30.000 3600.040 34 86 120.000
31.000 3600.040 33 94 120.000
32.000 3600.040 40 115 120.000
33.000 3600.040 44 80 120.000
34.000 3600.040 41 108 120.000
35.000 3600.040 42 77 120.000
36.000 3600.040 39 71 120.000
37.000 3600.040 40 62 120.000
38.000 3600.040 26 59 120.000
39.000 3600.040 39 38 120.000
40.000 3600.040 36 33 120.000
41.000 3600.040 36 27 120.000
42.000 3600.040 31 31 120.000
43.000 3600.040 50 33 120.000
44.000 3600.040 54 40 120.000
45.000 3600.040 44 44 120.000
46.000 3600.040 39 57 120.000
47.000 3600.040 36 56 120.000
48.000 3600.040 49 73 120.000
49.000 3600.040 45 66 120.000
50.000 3600.040 53 86 120.000
51.000 3600.040 44 61 120.000
52.000 3600.040 39 77 120.000
53.000 3600.040 35 68 120.000
54.000 3600.040 26 54 120.000
55.000 3600.040 30 45 120.000
56.000 3600.040 33 63 120.000
57.000 3600.040 57 57 120.000
58.000 3600.040 46 61 120.000
59.000 3600.040 38 60 120.000
60.000 3600.040 58 71 120.000
61.000 3600.040 42 63 120.000
62.000 3600.040 55 67 120.000
63.000 3600.040 48 67 120.000
64.000 3600.040 43 59 120.000
65.000 3600.040 51 51 120.000
66.000 3600.040 46 57 120.000
67.000 3600.040 51 55 120.000
68.000 3600.040 43 49 120.000
69.000 3600.040 33 50 120.000
70.000 3600.040 41 69 120.000
71.000 3600.040 34 79 120.000
72.000 3600.040 36 92 120.000
73.000 3600.040 40 104 120.000
74.000 3600.040 34 99 120.000
75.000 3600.040 45 113 120.000
76.000 3600.040 36 115 120.000
77.000 3600.040 42 116 120.000
78.000 3600.040 40 87 120.000
79.000 3600.040 39 87 120.000
80.000 3600.040 35 88 120.000
81.000 3600.040 34 65 120.000
82.000 3600.040 46 63 120.000
83.000 3600.040 39 53 120.000
84.000 3600.040 37 62 120.000
85.000 3600.040 29 60 120.000
86.000 3600.040 33 68 120.000
87.000 3600.040 41 89 120.000
88.000 3600.040 30 98 120.000
89.000 3600.040 27 126 120.000
90.000 3600.040 37 131 120.000
91.000 3600.040 31 156 120.000
92.000 3600.040 43 163 120.000
93.000 3600.040 34 144 120.000
94.000 3600.040 39 167 120.000
