# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.010 15 27 -160.000
1.000 3600.010 38 52 -160.000
2.000 3600.010 45 59 -160.000
3.000 3600.010 41 45 -160.000
4.000 3600.010 37 55 -160.000
5.000 3600.010 35 27 -160.000
6.000 3600.010 35 17 -160.000
7.000 3600.010 23 25 -160.000
8.000 3600.010 45 25 -160.000
9.000 3600.010 37 24 -160.000
10.000 3600.010 31 32 -160.000
11.000 3600.010 34 34 -160.000
12.000 3600.010 44 49 -160.000
13.000 3600.010 34 63 -160.000
14.000 3600.010 52 57 -160.000
15.000 3600.010 36 58 -160.000
16.000 3600.010 37 65 -160.000
17.000 3600.010 44 75 -160.000
18.000 3600.010 35 66 -160.000
19.000 3600.010 42 53 -160.000
20.000 3600.010 50 40 -160.000
21.000 3600.010 39 36 -160.000
22.000 3600.010 33 15 -160.000
23.000 3600.010 45 17 -160.000
24.000 3600.010 51 7 -160.000
25.000 3600.010 41 10 -160.000
26.000 3600.010 38 23 -160.000
27.000 3600.010 34 34 -160.000
28.000 3600.010 36 52 -160.000
29.000 3600.010 38 67 -160.000
30.000 3600.010 38 69 -160.000
31.000 3600.010 41 83 -160.000
32.000 3600.010 37 74 -160.000
33.000 3600.010 42 91 -160.000
34.000 3600.010 35 103 -160.000
35.000 3600.010 38 85 -160.000
36.000 3600.010 38 80 -160.000
37.000 3600.010 39 64 -160.000
38.000 3600.010 40 48 -160.000
39.000 3600.010 33 41 -160.000
40.000 3600.010 37 34 -160.000
41.000 3600.010 32 25 -160.000
42.000 3600.010 45 33 -160.000
43.000 3600.010 38 36 -160.000
44.000 3600.010 37 42 -160.000
45.000 3600.010 35 52 -160.000
46.000 3600.010 37 80 -160.000
47.000 3600.010 30 80 -160.000
48.000 3600.010 21 143 -160.000
49.000 3600.010 24 120 -160.000
50.000 3600.010 30 121 -160.000
51.000 3600.010 35 118 -160.000
52.000 3600.010 28 103 -160.000
53.000 3600.010 26 102 -160.000
54.000 3600.010 36 100 -160.000
55.000 3600.010 18 76 -160.000
56.000 3600.010 29 67 -160.000
