# BinNR microsec O-Beam AUX chi(deg)
0.000 3600.000 29 135 0.000
1.000 3600.000 51 259 0.000
2.000 3600.000 49 234 0.000
3.000 3600.000 46 194 0.000
4.000 3600.000 57 134 0.000
5.000 3600.000 38 113 0.000
6.000 3600.000 48 95 0.000
7.000 3600.000 37 55 0.000
8.000 3600.000 52 50 0.000
9.000 3600.000 42 65 0.000
10.000 3600.000 46 102 0.000
11.000 3600.000 43 117 0.000
12.000 3600.000 50 165 0.000
13.000 3600.000 47 237 0.000
14.000 3600.000 42 259 0.000
15.000 3600.000 33 324 0.000
16.000 3600.000 42 336 0.000
17.000 3600.000 47 279 0.000
18.000 3600.000 34 306 0.000
19.000 3600.000 37 264 0.000
20.000 3600.000 44 221 0.000
21.000 3600.000 56 187 0.000
22.000 3600.000 53 113 0.000
23.000 3600.000 46 89 0.000
24.000 3600.000 35 58 0.000
25.000 3600.000 34 55 0.000
26.000 3600.000 36 68 0.000
27.000 3600.000 36 79 0.000
28.000 3600.000 39 130 0.000
29.000 3600.000 29 176 0.000
30.000 3600.000 41 252 0.000
31.000 3600.000 37 226 0.000
32.000 3600.000 33 326 0.000
33.000 3600.000 49 258 0.000
34.000 3600.000 39 332 0.000
35.000 3600.000 42 291 0.000
36.000 3600.000 43 275 0.000
37.000 3600.000 49 185 0.000
38.000 3600.000 30 164 0.000
39.000 3600.000 34 111 0.000
40.000 3600.000 40 91 0.000
41.000 3600.000 45 65 0.000
42.000 3600.000 45 49 0.000
43.000 3600.000 44 67 0.000
44.000 3600.000 60 93 0.000
45.000 3600.000 42 125 0.000
46.000 3600.000 53 178 0.000
47.000 3600.000 54 203 0.000
48.000 3600.000 44 257 0.000
49.000 3600.000 41 249 0.000
50.000 3600.000 45 279 0.000
51.000 3600.000 39 255 0.000
52.000 3600.000 34 263 0.000
53.000 3600.000 39 195 0.000
54.000 3600.000 48 192 0.000
55.000 3600.000 32 121 0.000
56.000 3600.000 45 84 0.000
57.000 3600.000 32 58 0.000
58.000 3600.000 55 51 0.000
59.000 3600.000 55 60 0.000
60.000 3600.000 45 66 0.000
61.000 3600.000 65 92 0.000
62.000 3600.000 68 129 0.000
63.000 3600.000 51 148 0.000
64.000 3600.000 61 172 0.000
65.000 3600.000 52 198 0.000
66.000 3600.000 64 236 0.000
67.000 3600.000 57 218 0.000
68.000 3600.000 53 197 0.000
69.000 3600.000 41 171 0.000
70.000 3600.000 47 175 0.000
71.000 3600.000 44 125 0.000
72.000 3600.000 52 114 0.000
73.000 3600.000 43 95 0.000
74.000 3600.000 72 73 0.000
75.000 3600.000 32 57 0.000
76.000 3600.000 65 69 0.000
77.000 3600.000 69 75 0.000
78.000 3600.000 58 92 0.000
79.000 3600.000 59 114 0.000
80.000 3600.000 59 131 0.000
81.000 3600.000 71 133 0.000
82.000 3600.000 78 194 0.000
83.000 3600.000 66 148 0.000
84.000 3600.000 55 171 0.000
85.000 3600.000 55 147 0.000
86.000 3600.000 54 142 0.000
87.000 3600.000 50 119 0.000
88.000 3600.000 56 112 0.000
89.000 3600.000 43 113 0.000
90.000 3600.000 51 112 0.000
91.000 3600.000 55 91 0.000
92.000 3600.000 56 113 0.000
93.000 3600.000 64 104 0.000
94.000 3600.000 66 120 0.000
95.000 3600.000 58 101 0.000
96.000 3600.000 72 141 0.000
97.000 3600.000 75 127 0.000
98.000 3600.000 69 133 0.000
99.000 3600.000 64 113 0.000
100.000 3600.000 57 122 0.000
101.000 3600.000 61 112 0.000
102.000 3600.000 70 105 0.000
103.000 3600.000 58 107 0.000
104.000 3600.000 54 96 0.000
105.000 3600.000 56 94 0.000
106.000 3600.000 70 128 0.000
107.000 3600.000 51 132 0.000
108.000 3600.000 65 168 0.000
109.000 3600.000 52 155 0.000
110.000 3600.000 87 189 0.000
111.000 3600.000 70 145 0.000
112.000 3600.000 77 168 0.000
113.000 3600.000 71 135 0.000
114.000 3600.000 65 137 0.000
115.000 3600.000 54 117 0.000
116.000 3600.000 76 85 0.000
117.000 3600.000 68 71 0.000
118.000 3600.000 65 77 0.000
119.000 3600.000 55 61 0.000
120.000 3600.000 72 86 0.000
121.000 3600.000 79 94 0.000
122.000 3600.000 52 128 0.000
123.000 3600.000 62 143 0.000
124.000 3600.000 59 224 0.000
125.000 3600.000 69 207 0.000
126.000 3600.000 71 227 0.000
127.000 3600.000 70 232 0.000
128.000 3600.000 80 205 0.000
129.000 3600.000 77 211 0.000
130.000 3600.000 79 177 0.000
131.000 3600.000 64 140 0.000
132.000 3600.000 63 108 0.000
133.000 3600.000 63 84 0.000
134.000 3600.000 63 61 0.000
135.000 3600.000 63 59 0.000
136.000 3600.000 60 53 0.000
137.000 3600.000 54 61 0.000
138.000 3600.000 58 112 0.000
139.000 3600.000 47 158 0.000
140.000 3600.000 50 212 0.000
141.000 3600.000 57 248 0.000
142.000 3600.000 63 289 0.000
143.000 3600.000 57 274 0.000
144.000 3600.000 86 290 0.000
145.000 3600.000 53 267 0.000
146.000 3600.000 71 252 0.000
147.000 3600.000 66 211 0.000
148.000 3600.000 71 185 0.000
149.000 3600.000 47 123 0.000
150.000 3600.000 73 75 0.000
151.000 3600.000 58 58 0.000
152.000 3600.000 59 50 0.000
153.000 3600.000 48 79 0.000
154.000 3600.000 40 73 0.000
155.000 3600.000 43 97 0.000
156.000 3600.000 51 160 0.000
157.000 3600.000 42 221 0.000
158.000 3600.000 40 267 0.000
159.000 3600.000 46 296 0.000
160.000 3600.000 52 298 0.000
161.000 3600.000 39 326 0.000
162.000 3600.000 49 303 0.000
163.000 3600.000 39 271 0.000
164.000 3600.000 68 240 0.000
165.000 3600.000 57 154 0.000
166.000 3600.000 41 140 0.000
167.000 3600.000 55 67 0.000
168.000 3600.000 49 55 0.000
169.000 3600.000 44 52 0.000
170.000 3600.000 50 61 0.000
171.000 3600.000 41 83 0.000
172.000 3600.000 52 119 0.000
173.000 3600.000 41 172 0.000
174.000 3600.000 51 228 0.000
175.000 3600.000 47 234 0.000
176.000 3600.000 44 303 0.000
177.000 3600.000 54 315 0.000
178.000 3600.000 50 305 0.000
179.000 3600.000 31 286 0.000
180.000 3600.000 48 262 0.000
181.000 3600.000 49 186 0.000
182.000 3600.000 50 183 0.000
183.000 3600.000 43 130 0.000
184.000 3600.000 47 89 0.000
185.000 3600.000 43 52 0.000
186.000 3600.000 56 52 0.000
187.000 3600.000 36 76 0.000
188.000 3600.000 48 98 0.000
189.000 3600.000 37 124 0.000
190.000 3600.000 56 183 0.000
191.000 3600.000 40 213 0.000
192.000 3600.000 34 255 0.000
193.000 3600.000 36 265 0.000
194.000 3600.000 29 291 0.000
195.000 3600.000 35 246 0.000
196.000 3600.000 41 252 0.000
197.000 3600.000 37 214 0.000
198.000 3600.000 41 167 0.000
199.000 3600.000 38 112 0.000
200.000 3600.000 45 100 0.000
201.000 3600.000 41 59 0.000
202.000 3600.000 40 48 0.000
203.000 3600.000 61 45 0.000
204.000 3600.000 47 67 0.000
205.000 3600.000 55 76 0.000
206.000 3600.000 41 118 0.000
207.000 3600.000 35 150 0.000
208.000 3600.000 36 166 0.000
209.000 3600.000 52 194 0.000
210.000 3600.000 39 210 0.000
211.000 3600.000 35 171 0.000
212.000 3600.000 45 211 0.000
213.000 3600.000 39 166 0.000
214.000 3600.000 57 158 0.000
215.000 3600.000 47 143 0.000
216.000 3600.000 54 106 0.000
217.000 3600.000 60 79 0.000
218.000 3600.000 48 79 0.000
219.000 3600.000 64 51 0.000
220.000 3600.000 60 72 0.000
221.000 3600.000 56 73 0.000
222.000 3600.000 60 95 0.000
223.000 3600.000 69 105 0.000
224.000 3600.000 61 110 0.000
225.000 3600.000 52 126 0.000
226.000 3600.000 67 129 0.000
227.000 3600.000 52 135 0.000
228.000 3600.000 60 149 0.000
229.000 3600.000 53 143 0.000
230.000 3600.000 36 153 0.000
231.000 3600.000 44 112 0.000
232.000 3600.000 42 139 0.000
233.000 3600.000 50 93 0.000
234.000 3600.000 44 94 0.000
235.000 3600.000 52 82 0.000
236.000 3600.000 61 100 0.000
237.000 3600.000 56 112 0.000
238.000 3600.000 66 97 0.000
239.000 3600.000 68 101 0.000
240.000 3600.000 57 105 0.000
241.000 3600.000 64 112 0.000
242.000 3600.000 58 137 0.000
243.000 3600.000 70 106 0.000
244.000 3600.000 55 80 0.000
245.000 3600.000 42 85 0.000
246.000 3600.000 73 100 0.000
247.000 3600.000 57 84 0.000
248.000 3600.000 60 91 0.000
249.000 3600.000 66 110 0.000
