#  ps_pos exposure_time(s) O-Beam H-Beam Monitor AUX-Beam time(s) O+H+AUX encod1 encod2
-0.208740 20.0 697 3276 122681 1952 3776190068 5925 0.000000 0.000000
0.000000 20.0 605 3948 123788 1322 3776190095 5875 0.000000 0.000000
0.197754 20.0 498 4873 123573 819 3776190122 6190 0.000000 0.000000
0.384522 20.0 288 5343 122880 391 3776190149 6022 0.000000 0.000000
0.604248 20.0 260 5747 123985 291 3776190176 6298 0.000000 0.000000
0.802002 20.0 279 5303 123947 624 3776190203 6206 0.000000 0.000000
0.999756 20.0 437 4403 124021 1208 3776190230 6048 0.000000 0.000000
1.186523 20.0 604 3731 121755 1771 3776190256 6106 0.000000 0.000000
1.395264 20.0 671 3072 122681 2034 3776190283 5777 0.000000 0.000000
1.604004 20.0 782 2685 122425 2256 3776190310 5723 0.000000 0.000000
1.801758 20.0 741 3049 122931 2043 3776190337 5833 0.000000 0.000000
1.999512 20.0 627 3805 120864 1484 3776190364 5916 0.000000 0.000000
2.186279 20.0 465 4711 121885 890 3776190390 6066 0.000000 0.000000
2.406006 20.0 310 5478 122638 418 3776190417 6206 0.000000 0.000000
2.603760 20.0 240 5698 121763 302 3776190444 6240 0.000000 0.000000
2.779541 20.0 247 5475 128710 493 3776190471 6215 0.000000 0.000000
2.999268 20.0 382 4796 129036 1022 3776190498 6200 0.000000 0.000000
