* begin:	09.06.2021 17:54:00
* script file:	D:\data\Cycle 190\exp_CRG-2887\rawdata\sc\TOF_PS_RF2_weak_2h.cfg
*
* no cfg file, sc file created manually
* 0	43.1005859	10.0	22766	2667	63813	66545	3706106044	25433	0.0000000	0.0000000
* Date: 09.06.2021	Time: 19:54
* Pulsetime (탎):0.000003	Looptime (탎): 304.000000	BinWidth (탎): 1.000000	BinCount: 305	measured time (s): 7200.028000
* Bin NR >>  탎  >>  Counts O  >>  Counts AUX
* begin of data:
0	0.00	47	113
1	1.00	71	218
2	2.00	70	189
3	3.00	71	197
4	4.00	74	211
5	5.00	89	193
6	6.00	84	183
7	7.00	82	209
8	8.00	75	196
9	9.00	85	207
10	10.00	71	228
11	11.00	73	226
12	12.00	76	227
13	13.00	77	227
14	14.00	73	246
15	15.00	62	228
16	16.00	86	248
17	17.00	78	216
18	18.00	72	223
19	19.00	67	190
20	20.00	74	186
21	21.00	71	199
22	22.00	83	191
23	23.00	75	183
24	24.00	81	198
25	25.00	71	178
26	26.00	81	219
27	27.00	70	234
28	28.00	93	222
29	29.00	78	216
30	30.00	79	265
31	31.00	67	226
32	32.00	71	264
33	33.00	82	237
34	34.00	66	237
35	35.00	59	217
36	36.00	77	221
37	37.00	92	214
38	38.00	94	237
39	39.00	94	208
40	40.00	79	202
41	41.00	77	169
42	42.00	82	224
43	43.00	67	221
44	44.00	79	224
45	45.00	84	229
46	46.00	76	227
47	47.00	66	215
48	48.00	86	259
49	49.00	106	225
50	50.00	77	255
51	51.00	66	221
52	52.00	71	252
53	53.00	70	230
54	54.00	76	206
55	55.00	85	199
56	56.00	63	213
57	57.00	75	192
58	58.00	81	209
59	59.00	74	192
60	60.00	80	209
61	61.00	69	196
62	62.00	89	222
63	63.00	72	204
64	64.00	74	223
65	65.00	65	220
66	66.00	69	283
67	67.00	69	227
68	68.00	75	256
69	69.00	68	273
70	70.00	79	254
71	71.00	70	248
72	72.00	73	230
73	73.00	74	204
74	74.00	70	206
75	75.00	74	197
76	76.00	70	189
77	77.00	78	176
78	78.00	91	214
79	79.00	80	189
80	80.00	73	215
81	81.00	81	217
82	82.00	90	228
83	83.00	77	217
84	84.00	68	250
85	85.00	80	238
86	86.00	73	267
87	87.00	74	241
88	88.00	81	217
89	89.00	74	246
90	90.00	93	218
91	91.00	61	208
92	92.00	82	218
93	93.00	79	169
94	94.00	61	191
95	95.00	74	220
96	96.00	68	196
97	97.00	86	173
98	98.00	61	215
99	99.00	77	207
100	100.00	77	233
101	101.00	73	232
102	102.00	82	254
103	103.00	69	223
104	104.00	78	255
105	105.00	86	211
106	106.00	72	244
107	107.00	67	216
108	108.00	92	226
109	109.00	65	208
110	110.00	87	223
111	111.00	95	181
112	112.00	59	202
113	113.00	65	182
114	114.00	91	184
115	115.00	81	175
116	116.00	93	227
117	117.00	64	198
118	118.00	59	219
119	119.00	80	241
120	120.00	75	253
121	121.00	78	219
122	122.00	78	259
123	123.00	61	236
124	124.00	69	221
125	125.00	73	211
126	126.00	82	221
127	127.00	68	214
128	128.00	80	205
129	129.00	64	181
130	130.00	56	191
131	131.00	62	201
132	132.00	62	212
133	133.00	74	192
134	134.00	61	191
135	135.00	78	194
136	136.00	74	227
137	137.00	75	211
138	138.00	81	268
139	139.00	62	266
140	140.00	83	228
141	141.00	57	228
142	142.00	77	226
143	143.00	69	208
144	144.00	74	222
145	145.00	68	223
146	146.00	89	214
147	147.00	90	199
148	148.00	87	193
149	149.00	73	198
150	150.00	99	166
151	151.00	80	189
152	152.00	85	218
153	153.00	64	221
154	154.00	66	218
155	155.00	73	221
156	156.00	77	278
157	157.00	78	240
158	158.00	69	260
159	159.00	79	241
160	160.00	79	246
161	161.00	79	217
162	162.00	80	241
163	163.00	81	204
164	164.00	65	230
165	165.00	70	182
166	166.00	73	198
167	167.00	72	180
168	168.00	74	190
169	169.00	75	171
170	170.00	98	217
171	171.00	78	219
172	172.00	81	224
173	173.00	74	239
174	174.00	79	295
175	175.00	69	226
176	176.00	73	245
177	177.00	75	234
178	178.00	92	251
179	179.00	70	229
180	180.00	76	216
181	181.00	61	211
182	182.00	70	195
183	183.00	76	202
184	184.00	76	175
185	185.00	87	199
186	186.00	63	176
187	187.00	66	224
188	188.00	69	219
189	189.00	88	184
190	190.00	74	226
191	191.00	70	197
192	192.00	78	227
193	193.00	66	239
194	194.00	75	233
195	195.00	68	252
196	196.00	64	259
197	197.00	57	209
198	198.00	78	229
199	199.00	66	213
200	200.00	77	211
201	201.00	62	186
202	202.00	83	192
203	203.00	70	181
204	204.00	63	209
205	205.00	61	204
206	206.00	73	214
207	207.00	69	247
208	208.00	71	238
209	209.00	62	244
210	210.00	78	222
211	211.00	82	261
212	212.00	68	265
213	213.00	68	245
214	214.00	75	238
215	215.00	74	223
216	216.00	80	207
217	217.00	66	197
218	218.00	58	225
219	219.00	78	179
220	220.00	63	238
221	221.00	62	180
222	222.00	59	190
223	223.00	82	194
224	224.00	80	210
225	225.00	64	210
226	226.00	74	205
227	227.00	56	217
228	228.00	79	230
229	229.00	82	228
230	230.00	78	249
231	231.00	71	268
232	232.00	94	253
233	233.00	75	215
234	234.00	91	214
235	235.00	77	225
236	236.00	89	211
237	237.00	70	219
238	238.00	78	221
239	239.00	64	203
240	240.00	85	204
241	241.00	75	202
242	242.00	73	236
243	243.00	74	214
244	244.00	84	228
245	245.00	79	225
246	246.00	72	253
247	247.00	66	221
248	248.00	71	247
249	249.00	76	212
250	250.00	73	237
251	251.00	63	211
252	252.00	74	212
253	253.00	63	196
254	254.00	77	195
255	255.00	84	191
256	256.00	75	217
257	257.00	85	200
258	258.00	86	192
259	259.00	75	235
260	260.00	100	214
261	261.00	70	236
262	262.00	71	243
263	263.00	82	233
264	264.00	80	272
265	265.00	78	228
266	266.00	80	227
267	267.00	78	227
268	268.00	74	247
269	269.00	65	217
270	270.00	81	211
271	271.00	67	188
272	272.00	85	199
273	273.00	83	182
274	274.00	93	197
275	275.00	82	192
276	276.00	72	192
277	277.00	68	210
278	278.00	68	231
279	279.00	58	231
280	280.00	66	271
281	281.00	64	262
282	282.00	61	268
283	283.00	73	216
284	284.00	69	218
285	285.00	62	221
286	286.00	80	233
287	287.00	79	206
288	288.00	86	209
289	289.00	78	172
290	290.00	72	214
291	291.00	60	225
292	292.00	77	200
293	293.00	70	197
294	294.00	73	207
295	295.00	74	238
296	296.00	76	234
297	297.00	65	221
298	298.00	70	244
299	299.00	80	244
300	300.00	79	249
301	301.00	73	257
302	302.00	92	258
303	303.00	66	217
304	304.00	37	108
* end: 09.06.2021 19:54:05
