# Coil_pos O-Beam err ps_pos
0.0000000 401.7919669 27.2763634 108.5996090
5.0000000 619.9790594 34.1613817 108.5996090
10.0000000 794.2043332 38.5616390 108.5996090
15.0000000 909.7695902 40.3608721 108.5996090
20.0000000 721.6099402 36.5650106 108.5996090
25.0000000 433.7703363 29.2916370 108.5996090
30.0000000 175.1745443 20.0000000 108.5996090
35.0000000 43.3361597 11.9582607 108.5996090
40.0000000 21.4802887 11.0453610 108.5996090
45.0000000 170.9609746 19.9499373 108.5996090
50.0000000 378.1147426 28.3725219 108.5996090
55.0000000 652.6108470 35.6370594 108.5996090
60.0000000 828.2539509 39.3446311 108.5996090
65.0000000 822.3854494 38.9101529 108.5996090
70.0000000 693.3683455 35.1852242 108.5996090
75.0000000 369.4010605 26.6270539 108.5996090
80.0000000 122.6688771 16.8522995 108.5996090
85.0000000 28.4287615 10.5830052 108.5996090
90.0000000 106.5142244 15.6524758 108.5996090
95.0000000 332.6414501 25.2190404 108.5996090
